event_id,event_type,timestamp,location_id,participants_json,attributes_json,synthetic_demo_record
EVT_0309,CrimeOccurrence,2025-11-24T20:51:28,LOC_0200,"['P_04935', 'P_04912']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0310,CrimeOccurrence,2025-11-25T02:38:28,LOC_0154,"['P_02766', 'P_02840', 'P_02616']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0311,CrimeOccurrence,2025-11-25T14:42:56,LOC_0111,"['P_04713', 'P_04707']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0312,CrimeOccurrence,2025-11-30T00:33:29,LOC_0068,"['P_03899', 'P_03865']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0313,CrimeOccurrence,2025-12-01T04:11:58,LOC_0051,"['P_01280', 'P_01069', 'P_01345']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0314,CrimeOccurrence,2025-12-03T19:42:11,LOC_0069,"['P_04391', 'P_02307', 'P_04203']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0315,CrimeOccurrence,2025-12-04T14:57:25,LOC_0089,"['P_00799', 'P_00644', 'P_00922', 'P_00746', 'P_00739']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0316,CrimeOccurrence,2025-12-05T07:50:21,LOC_0175,"['P_01789', 'P_02696', 'P_02865', 'P_02980', 'P_02623']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0317,CrimeOccurrence,2025-12-05T21:41:56,LOC_0243,"['P_00706', 'P_00921']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0318,CrimeOccurrence,2025-12-10T15:49:45,LOC_0116,"['P_02813', 'P_02737']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0319,CrimeOccurrence,2025-12-11T03:26:27,LOC_0187,"['P_01934', 'P_01670', 'P_01904', 'P_01849']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0320,CrimeOccurrence,2025-12-14T13:29:31,LOC_0066,"['P_00343', 'P_00151', 'P_00230', 'P_00419', 'P_00039']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0321,CrimeOccurrence,2025-12-15T14:31:02,LOC_0168,"['P_02477', 'P_02271']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0322,CrimeOccurrence,2025-12-15T23:52:59,LOC_0165,"['P_01070', 'P_02951']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0323,CrimeOccurrence,2025-12-16T11:50:00,LOC_0125,"['P_03177', 'P_03119']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0324,CrimeOccurrence,2025-12-19T05:08:57,LOC_0041,"['P_01639', 'P_01844', 'P_01630', 'P_00610', 'P_00070']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0325,CrimeOccurrence,2025-12-19T15:10:00,LOC_0176,"['P_01287', 'P_01330']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0326,CrimeOccurrence,2025-12-19T18:28:27,LOC_0058,"['P_00594', 'P_00869', 'P_00508', 'P_00963']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0327,CrimeOccurrence,2025-12-20T08:03:35,LOC_0147,"['P_03209', 'P_03132', 'P_03413']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0328,CrimeOccurrence,2025-12-20T13:49:52,LOC_0036,"['P_03680', 'P_03826', 'P_03644']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0329,CrimeOccurrence,2025-12-21T06:22:29,LOC_0250,"['P_04095', 'P_04388', 'P_04179']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0330,CrimeOccurrence,2025-12-22T15:23:55,LOC_0082,"['P_01170', 'P_01295', 'P_01132', 'P_01258']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0331,CrimeOccurrence,2025-12-23T16:31:13,LOC_0229,"['P_03392', 'P_03279', 'P_03386', 'P_03434', 'P_03148']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0332,CrimeOccurrence,2025-12-25T22:21:00,LOC_0048,"['P_01511', 'P_01540']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0333,CrimeOccurrence,2025-12-26T18:29:10,LOC_0092,"['P_01163', 'P_01892', 'P_01665']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0334,CrimeOccurrence,2025-12-27T08:17:11,LOC_0122,"['P_03265', 'P_03064', 'P_03365']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0335,CrimeOccurrence,2025-12-27T23:42:12,LOC_0194,"['P_02413', 'P_02419', 'P_02259', 'P_02162', 'P_02116']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0336,CrimeOccurrence,2025-12-29T13:48:12,LOC_0104,"['P_04306', 'P_04313', 'P_04178', 'P_04110']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0337,CrimeOccurrence,2025-12-29T20:04:20,LOC_0135,"['P_02804', 'P_02871', 'P_02564', 'P_02756', 'P_02760']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0338,CrimeOccurrence,2025-12-31T01:52:14,LOC_0117,"['P_04362', 'P_04451']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0339,CrimeOccurrence,2025-12-31T23:29:59,LOC_0133,"['P_04294', 'P_04358', 'P_04489', 'P_04003', 'P_02950']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0340,CrimeOccurrence,2026-01-01T12:48:25,LOC_0043,"['P_02380', 'P_02410', 'P_02350', 'P_03938', 'P_02434']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0341,CrimeOccurrence,2026-01-03T12:01:19,LOC_0047,"['P_03798', 'P_03916', 'P_03521', 'P_03711', 'P_03534']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0342,CrimeOccurrence,2026-01-05T17:16:03,LOC_0026,"['P_04496', 'P_04073', 'P_04479']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0343,CrimeOccurrence,2026-01-08T07:58:41,LOC_0167,"['P_01623', 'P_01655', 'P_01474', 'P_01920', 'P_01585']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0344,CrimeOccurrence,2026-01-09T13:05:39,LOC_0181,"['P_01009', 'P_01013']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0345,CrimeOccurrence,2026-01-10T10:44:56,LOC_0098,"['P_04288', 'P_04275', 'P_04389']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0346,CrimeOccurrence,2026-01-10T14:06:19,LOC_0197,"['P_01088', 'P_01111', 'P_01230']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0347,CrimeOccurrence,2026-01-11T22:49:15,LOC_0246,"['P_03508', 'P_03615', 'P_03656', 'P_03519']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0348,CrimeOccurrence,2026-01-13T12:33:57,LOC_0061,"['P_04081', 'P_04049']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0349,CrimeOccurrence,2026-01-13T16:42:41,LOC_0226,"['P_00651', 'P_00655']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0350,CrimeOccurrence,2026-01-13T20:39:09,LOC_0168,"['P_00401', 'P_00037', 'P_00073']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0351,CrimeOccurrence,2026-01-14T01:39:52,LOC_0028,"['P_04568', 'P_04736', 'P_04533', 'P_04762']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0352,CrimeOccurrence,2026-01-18T17:19:50,LOC_0217,"['P_04874', 'P_04835', 'P_04671']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0353,CrimeOccurrence,2026-01-18T23:37:09,LOC_0216,"['P_01332', 'P_03450', 'P_03255', 'P_03020', 'P_04768']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0354,CrimeOccurrence,2026-01-19T13:25:53,LOC_0028,"['P_02126', 'P_02300', 'P_02042', 'P_02297']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0355,CrimeOccurrence,2026-01-22T03:59:26,LOC_0135,"['P_04955', 'P_04833', 'P_04736', 'P_04616']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0356,CrimeOccurrence,2026-01-22T19:38:07,LOC_0127,"['P_04845', 'P_04610', 'P_04704', 'P_04694', 'P_04787']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0357,CrimeOccurrence,2026-01-24T11:48:37,LOC_0007,"['P_02050', 'P_02428', 'P_00602']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0358,CrimeOccurrence,2026-01-25T18:08:58,LOC_0249,"['P_02837', 'P_03481', 'P_03242', 'P_03235', 'P_03397']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0359,CrimeOccurrence,2026-01-26T05:49:29,LOC_0077,"['P_03385', 'P_02356', 'P_02095', 'P_02248']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0360,CrimeOccurrence,2026-01-26T14:21:57,LOC_0158,"['P_04691', 'P_02719', 'P_02731', 'P_02938']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0361,CrimeOccurrence,2026-01-26T18:54:22,LOC_0235,"['P_02708', 'P_02883', 'P_03259', 'P_02763']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0362,CrimeOccurrence,2026-01-27T08:56:48,LOC_0238,"['P_01467', 'P_01273', 'P_01367', 'P_01339', 'P_01352']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0363,CrimeOccurrence,2026-01-29T18:50:39,LOC_0148,"['P_04781', 'P_00172', 'P_04560', 'P_04629']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0364,CrimeOccurrence,2026-01-30T20:31:45,LOC_0008,"['P_00620', 'P_02795', 'P_00543']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0365,CrimeOccurrence,2026-01-31T08:58:41,LOC_0182,"['P_04772', 'P_04678', 'P_04707', 'P_04798', 'P_04515']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0366,CrimeOccurrence,2026-02-01T20:36:17,LOC_0045,"['P_03660', 'P_03814', 'P_03624', 'P_03703']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0367,CrimeOccurrence,2026-02-02T17:08:14,LOC_0232,"['P_03774', 'P_03636']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0368,CrimeOccurrence,2026-02-03T07:40:53,LOC_0197,"['P_04089', 'P_04386', 'P_04224', 'P_03590']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0369,CrimeOccurrence,2026-02-03T13:39:00,LOC_0118,"['P_01465', 'P_01088', 'P_01006']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0370,CrimeOccurrence,2026-02-05T01:39:03,LOC_0120,"['P_04856', 'P_04869']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0371,CrimeOccurrence,2026-02-08T04:07:51,LOC_0195,"['P_02560', 'P_02761']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0372,CrimeOccurrence,2026-02-08T05:02:11,LOC_0039,"['P_02253', 'P_02315', 'P_02151', 'P_02063']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0373,CrimeOccurrence,2026-02-09T02:31:39,LOC_0139,"['P_04308', 'P_04251']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0374,CrimeOccurrence,2026-02-10T20:11:07,LOC_0080,"['P_04703', 'P_04537', 'P_04666']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0375,CrimeOccurrence,2026-02-11T03:48:30,LOC_0232,"['P_01066', 'P_01201']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0376,CrimeOccurrence,2026-02-12T08:35:03,LOC_0152,"['P_03494', 'P_03109', 'P_03400', 'P_03500', 'P_03337']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0377,CrimeOccurrence,2026-02-16T17:23:00,LOC_0021,"['P_02947', 'P_02757', 'P_02615', 'P_02914']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0378,CrimeOccurrence,2026-02-18T16:57:49,LOC_0206,"['P_04989', 'P_04504', 'P_04652']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0379,CrimeOccurrence,2026-02-19T06:55:14,LOC_0067,"['P_02671', 'P_02543', 'P_02893', 'P_02831', 'P_02538']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0380,CrimeOccurrence,2026-02-19T08:57:51,LOC_0017,"['P_00751', 'P_02707', 'P_02741', 'P_02739']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0381,CrimeOccurrence,2026-02-19T20:27:18,LOC_0104,"['P_02159', 'P_02361', 'P_02154', 'P_02581']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0382,CrimeOccurrence,2026-02-20T10:53:41,LOC_0078,"['P_04986', 'P_04556']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0383,CrimeOccurrence,2026-02-22T23:44:21,LOC_0017,"['P_01841', 'P_01931', 'P_01997']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0384,CrimeOccurrence,2026-02-23T07:13:15,LOC_0045,"['P_04706', 'P_04517', 'P_04825', 'P_04647']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0385,CrimeOccurrence,2026-02-24T05:05:43,LOC_0153,"['P_03968', 'P_03987']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0386,CrimeOccurrence,2026-02-25T21:15:56,LOC_0084,"['P_02793', 'P_04572', 'P_02524', 'P_02548', 'P_02518']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0387,CrimeOccurrence,2026-02-28T14:57:21,LOC_0116,"['P_00047', 'P_00002', 'P_03406']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0388,CrimeOccurrence,2026-03-01T19:16:31,LOC_0082,"['P_01603', 'P_01997', 'P_01915']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0389,CrimeOccurrence,2026-03-04T11:22:46,LOC_0157,"['P_02821', 'P_00135']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0390,CrimeOccurrence,2026-03-04T14:44:48,LOC_0231,"['P_02378', 'P_02458']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0391,CrimeOccurrence,2026-03-04T23:04:26,LOC_0180,"['P_00516', 'P_00755', 'P_00672', 'P_00899']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0392,CrimeOccurrence,2026-03-07T15:17:49,LOC_0049,"['P_03192', 'P_03126', 'P_03215', 'P_03483', 'P_03143']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0393,CrimeOccurrence,2026-03-07T18:52:32,LOC_0019,"['P_02412', 'P_01027', 'P_02140']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0394,CrimeOccurrence,2026-03-09T02:13:09,LOC_0165,"['P_03544', 'P_03568', 'P_03578']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0395,CrimeOccurrence,2026-03-10T21:35:43,LOC_0142,"['P_04850', 'P_04952', 'P_04621', 'P_04861', 'P_04891']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0396,CrimeOccurrence,2026-03-11T05:43:51,LOC_0128,"['P_03480', 'P_03429']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0397,CrimeOccurrence,2026-03-11T21:46:06,LOC_0181,"['P_03015', 'P_03366', 'P_03281', 'P_03256']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0398,CrimeOccurrence,2026-03-13T08:21:42,LOC_0120,"['P_00656', 'P_00818', 'P_00956']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0399,CrimeOccurrence,2026-03-14T07:25:24,LOC_0176,"['P_02495', 'P_02463', 'P_02055', 'P_02057', 'P_02589']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0400,CrimeOccurrence,2026-03-15T01:58:20,LOC_0121,"['P_01531', 'P_00353', 'P_00433', 'P_00029']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0401,CrimeOccurrence,2026-03-15T21:27:16,LOC_0178,"['P_03169', 'P_03449', 'P_03075', 'P_02098']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0402,CrimeOccurrence,2026-03-18T08:11:06,LOC_0149,"['P_04898', 'P_04838', 'P_03475', 'P_04618']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0403,CrimeOccurrence,2026-03-18T17:08:32,LOC_0130,"['P_00046', 'P_00351', 'P_00224', 'P_00076']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0404,CrimeOccurrence,2026-03-18T20:11:50,LOC_0155,"['P_02428', 'P_02303', 'P_01698', 'P_00848']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0405,CrimeOccurrence,2026-03-21T01:06:09,LOC_0201,"['P_03659', 'P_03564', 'P_03952', 'P_03698']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0406,CrimeOccurrence,2026-03-22T09:16:48,LOC_0215,"['P_00137', 'P_00219', 'P_02332', 'P_00272']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0407,CrimeOccurrence,2026-03-24T05:37:33,LOC_0188,"['P_03606', 'P_03603', 'P_03971']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0408,CrimeOccurrence,2026-03-24T20:02:20,LOC_0122,"['P_00431', 'P_00434', 'P_00498']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0409,CrimeOccurrence,2026-03-25T03:05:01,LOC_0112,"['P_03112', 'P_04861', 'P_03245', 'P_03196', 'P_02853']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0410,CrimeOccurrence,2026-03-25T22:15:47,LOC_0245,"['P_00337', 'P_00219']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0411,CrimeOccurrence,2026-03-30T02:01:03,LOC_0066,"['P_02282', 'P_03310', 'P_02143', 'P_02270']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0412,CrimeOccurrence,2026-03-30T19:56:50,LOC_0174,"['P_01981', 'P_01733', 'P_01861']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0413,CrimeOccurrence,2026-03-31T05:48:52,LOC_0106,"['P_00070', 'P_00018']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0414,CrimeOccurrence,2026-04-01T02:53:04,LOC_0225,"['P_01690', 'P_01686', 'P_01527', 'P_01798']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0415,CrimeOccurrence,2026-04-01T03:23:16,LOC_0246,"['P_01967', 'P_01777']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0416,CrimeOccurrence,2026-04-02T20:20:42,LOC_0048,"['P_04507', 'P_04927', 'P_04638']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0417,CrimeOccurrence,2026-04-04T18:11:53,LOC_0100,"['P_03936', 'P_03952', 'P_03731', 'P_03715']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0418,CrimeOccurrence,2026-04-04T23:34:56,LOC_0245,"['P_00713', 'P_00805', 'P_00512', 'P_00784', 'P_00514']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0419,CrimeOccurrence,2026-04-05T03:31:29,LOC_0037,"['P_01848', 'P_01644', 'P_01511', 'P_01965', 'P_01566']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0420,CrimeOccurrence,2026-04-05T13:57:57,LOC_0019,"['P_02495', 'P_01803', 'P_00853', 'P_03618']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0421,CrimeOccurrence,2026-04-06T17:16:56,LOC_0239,"['P_03445', 'P_04470', 'P_04174']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0422,CrimeOccurrence,2026-04-08T08:10:51,LOC_0182,"['P_03195', 'P_03206']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0423,CrimeOccurrence,2026-04-08T13:12:17,LOC_0058,"['P_03309', 'P_03350']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0424,CrimeOccurrence,2026-04-08T15:03:59,LOC_0246,"['P_00805', 'P_02732', 'P_02920', 'P_02710']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0425,CrimeOccurrence,2026-04-09T07:50:55,LOC_0142,"['P_03766', 'P_03516', 'P_03509', 'P_03912']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0426,CrimeOccurrence,2026-04-09T12:00:04,LOC_0177,"['P_03196', 'P_03304']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0427,CrimeOccurrence,2026-04-09T23:18:06,LOC_0007,"['P_01540', 'P_01593', 'P_01553']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0428,CrimeOccurrence,2026-04-10T02:31:04,LOC_0139,"['P_03185', 'P_03452']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0429,CrimeOccurrence,2026-04-10T10:00:02,LOC_0015,"['P_00174', 'P_00135']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0430,CrimeOccurrence,2026-04-10T13:54:12,LOC_0189,"['P_04176', 'P_01717', 'P_04303', 'P_03839', 'P_04382']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0431,CrimeOccurrence,2026-04-11T09:11:22,LOC_0034,"['P_00376', 'P_00396', 'P_00369']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0432,CrimeOccurrence,2026-04-12T21:23:34,LOC_0017,"['P_03954', 'P_03738', 'P_03846']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0433,CrimeOccurrence,2026-04-15T02:50:05,LOC_0110,"['P_01807', 'P_01728']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0434,CrimeOccurrence,2026-04-15T11:04:17,LOC_0196,"['P_04068', 'P_04205', 'P_04296']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0435,CrimeOccurrence,2026-04-17T15:07:30,LOC_0043,"['P_01158', 'P_04403', 'P_01181', 'P_01337', 'P_01265']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0436,CrimeOccurrence,2026-04-18T07:54:37,LOC_0021,"['P_03361', 'P_03082', 'P_01620']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0437,CrimeOccurrence,2026-04-18T12:27:49,LOC_0203,"['P_04623', 'P_04903', 'P_04867', 'P_04864']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0438,CrimeOccurrence,2026-04-20T13:36:11,LOC_0025,"['P_01271', 'P_01173', 'P_01221', 'P_01347']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0439,CrimeOccurrence,2026-04-20T15:39:47,LOC_0157,"['P_04716', 'P_04954', 'P_04885']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0440,CrimeOccurrence,2026-04-20T17:06:32,LOC_0136,"['P_02793', 'P_02850', 'P_02608', 'P_01379', 'P_02760']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0441,CrimeOccurrence,2026-04-22T00:20:31,LOC_0161,"['P_04309', 'P_04043', 'P_04254']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0442,CrimeOccurrence,2026-04-22T07:28:42,LOC_0014,"['P_01223', 'P_01070', 'P_01245', 'P_01002', 'P_01403']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0443,CrimeOccurrence,2026-04-22T07:46:50,LOC_0046,"['P_01076', 'P_02739', 'P_02926', 'P_02551', 'P_02796']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0444,CrimeOccurrence,2026-04-22T09:32:42,LOC_0152,"['P_00775', 'P_00867', 'P_00581']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0445,CrimeOccurrence,2026-04-22T18:50:11,LOC_0059,"['P_01885', 'P_01808']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0446,CrimeOccurrence,2026-04-23T10:24:10,LOC_0150,"['P_01987', 'P_01808']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0447,CrimeOccurrence,2026-04-23T13:10:19,LOC_0050,"['P_01046', 'P_01257', 'P_01186', 'P_04281', 'P_01459']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0448,CrimeOccurrence,2026-04-24T12:49:20,LOC_0016,"['P_02752', 'P_02527', 'P_04941']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0449,CrimeOccurrence,2026-04-24T12:50:10,LOC_0094,"['P_03427', 'P_03205', 'P_03432']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0450,CrimeOccurrence,2026-04-24T18:59:46,LOC_0220,"['P_01393', 'P_01378', 'P_01031']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0451,CrimeOccurrence,2026-04-25T09:00:06,LOC_0110,"['P_02808', 'P_02335']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0452,CrimeOccurrence,2026-04-25T09:49:18,LOC_0107,"['P_04574', 'P_00348', 'P_04747']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0453,CrimeOccurrence,2026-04-26T12:30:15,LOC_0136,"['P_04227', 'P_04450']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0454,CrimeOccurrence,2026-04-26T20:48:48,LOC_0188,"['P_00681', 'P_00877']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0455,CrimeOccurrence,2026-04-27T13:16:59,LOC_0172,"['P_00903', 'P_00744']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0456,CrimeOccurrence,2026-04-27T17:54:11,LOC_0119,"['P_04782', 'P_04705']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0457,CrimeOccurrence,2026-04-28T20:02:12,LOC_0163,"['P_01516', 'P_01995', 'P_01982', 'P_01855']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0458,CrimeOccurrence,2026-04-29T16:12:21,LOC_0110,"['P_04126', 'P_04446']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0459,CrimeOccurrence,2026-04-29T22:55:44,LOC_0189,"['P_04475', 'P_04168', 'P_04040']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0460,CrimeOccurrence,2026-04-30T13:44:39,LOC_0099,"['P_02560', 'P_02982']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0461,CrimeOccurrence,2026-05-02T02:42:24,LOC_0182,"['P_04578', 'P_04710']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0462,CrimeOccurrence,2026-05-02T23:33:10,LOC_0123,"['P_04964', 'P_04017']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0463,CrimeOccurrence,2026-05-04T13:12:56,LOC_0230,"['P_01719', 'P_01802', 'P_01810']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0464,CrimeOccurrence,2026-05-05T02:15:09,LOC_0121,"['P_02931', 'P_02829', 'P_02916', 'P_02571', 'P_02919']",{'mo_family': 'CHAIN_SNATCHING'},True
