CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,Latitude,Longitude,BriefFacts,SourceSystem,SourceRecordID,SourceVersion,synthetic_demo_record
545,CR/0545/2025,CASE_2025_0545,2026-07-30T09:55:20,POL_638,PS_CHEMBUR,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-07-30T09:55:20,2026-07-30T09:55:20,2026-07-30T09:55:20,18.949184,72.914894,Incident reported at Chembur Colony Sector-232 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000545,v1.0,True
546,CR/0546/2025,CASE_2025_0546,2026-07-30T13:46:55,POL_165,PS_BANDRA,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-07-30T13:46:55,2026-07-30T13:46:55,2026-07-30T13:46:55,19.059761,72.963468,Incident reported at Navi Mumbai Vashi Sector 17 Sector-238 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000546,v1.0,True
547,CR/0547/2025,CASE_2025_0547,2026-07-30T20:26:59,POL_896,PS_GHATKOPAR,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-07-30T20:26:59,2026-07-30T20:26:59,2026-07-30T20:26:59,19.134275,72.770062,Incident reported at Colaba Causeway Sector-162 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000547,v1.0,True
548,CR/0548/2025,CASE_2025_0548,2026-08-01T03:03:23,POL_707,PS_JUHU,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-01T03:03:23,2026-08-01T03:03:23,2026-08-01T03:03:23,18.992985,72.964705,Incident reported at Sewri Timber Market Sector-216 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000548,v1.0,True
549,CR/0549/2025,CASE_2025_0549,2026-08-01T11:03:49,POL_615,PS_BANDRA,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-01T11:03:49,2026-08-01T11:03:49,2026-08-01T11:03:49,19.164563,72.811933,Incident reported at Dadar TT Circle Sector-108 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000549,v1.0,True
550,CR/0550/2025,CASE_2025_0550,2026-08-02T06:31:48,POL_144,PS_KURLA,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-02T06:31:48,2026-08-02T06:31:48,2026-08-02T06:31:48,19.041248,72.82635,Incident reported at Crawford Market Sector-203 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000550,v1.0,True
551,CR/0551/2025,CASE_2025_0551,2026-08-04T02:44:22,POL_633,PS_CHEMBUR,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-04T02:44:22,2026-08-04T02:44:22,2026-08-04T02:44:22,19.096948,72.946381,Incident reported at Bandra Kurla Complex Sector-64 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000551,v1.0,True
552,CR/0552/2025,CASE_2025_0552,2026-08-04T12:11:54,POL_758,PS_ANDHERI,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-04T12:11:54,2026-08-04T12:11:54,2026-08-04T12:11:54,19.108759,72.892107,Incident reported at Byculla Market Sector-35 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000552,v1.0,True
553,CR/0553/2025,CASE_2025_0553,2026-08-04T18:47:01,POL_590,PS_COLABA,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-04T18:47:01,2026-08-04T18:47:01,2026-08-04T18:47:01,18.976999,72.948677,Incident reported at Byculla Market Sector-95 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000553,v1.0,True
554,CR/0554/2025,CASE_2025_0554,2026-08-05T14:08:30,POL_802,PS_WORLI,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-05T14:08:30,2026-08-05T14:08:30,2026-08-05T14:08:30,19.051725,72.886114,Incident reported at Thane Station West Sector-237 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000554,v1.0,True
555,CR/0555/2025,CASE_2025_0555,2026-08-08T05:18:46,POL_829,PS_BANDRA,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-08T05:18:46,2026-08-08T05:18:46,2026-08-08T05:18:46,19.189682,72.764976,Incident reported at Sion Circle Sector-159 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000555,v1.0,True
556,CR/0556/2025,CASE_2025_0556,2026-08-10T10:55:15,POL_182,PS_GHATKOPAR,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-10T10:55:15,2026-08-10T10:55:15,2026-08-10T10:55:15,18.950758,72.892774,Incident reported at Bandra Kurla Complex Sector-184 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000556,v1.0,True
557,CR/0557/2025,CASE_2025_0557,2026-08-11T03:44:07,POL_251,PS_JUHU,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-11T03:44:07,2026-08-11T03:44:07,2026-08-11T03:44:07,19.070731,72.892542,Incident reported at Sion Circle Sector-99 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000557,v1.0,True
558,CR/0558/2025,CASE_2025_0558,2026-08-11T09:29:39,POL_381,PS_BANDRA,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-11T09:29:39,2026-08-11T09:29:39,2026-08-11T09:29:39,18.888419,72.7891,Incident reported at Sewri Timber Market Sector-56 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000558,v1.0,True
559,CR/0559/2025,CASE_2025_0559,2026-08-11T13:52:05,POL_699,PS_BORIVALI,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-11T13:52:05,2026-08-11T13:52:05,2026-08-11T13:52:05,19.268642,72.878973,Incident reported at Juhu Tara Road Sector-47 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000559,v1.0,True
560,CR/0560/2025,CASE_2025_0560,2026-08-13T10:20:43,POL_432,PS_MALAD,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-13T10:20:43,2026-08-13T10:20:43,2026-08-13T10:20:43,19.098593,72.788013,Incident reported at Bandra Kurla Complex Sector-224 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000560,v1.0,True
561,CR/0561/2025,CASE_2025_0561,2026-08-14T22:04:31,POL_643,PS_WORLI,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-14T22:04:31,2026-08-14T22:04:31,2026-08-14T22:04:31,19.047285,72.920785,Incident reported at Andheri East MIDC Sector-25 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000561,v1.0,True
562,CR/0562/2025,CASE_2025_0562,2026-08-17T06:57:22,POL_617,PS_ANDHERI,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-17T06:57:22,2026-08-17T06:57:22,2026-08-17T06:57:22,18.960929,72.865302,Incident reported at Andheri East MIDC Sector-65 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000562,v1.0,True
563,CR/0563/2025,CASE_2025_0563,2026-08-19T06:22:35,POL_201,PS_BORIVALI,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-19T06:22:35,2026-08-19T06:22:35,2026-08-19T06:22:35,19.159898,72.884592,Incident reported at Worli Sea Face Sector-149 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000563,v1.0,True
564,CR/0564/2025,CASE_2025_0564,2026-08-19T08:01:04,POL_973,PS_CHEMBUR,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-19T08:01:04,2026-08-19T08:01:04,2026-08-19T08:01:04,19.020884,72.880192,Incident reported at Colaba Causeway Sector-182 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000564,v1.0,True
565,CR/0565/2025,CASE_2025_0565,2026-08-19T14:10:07,POL_998,PS_BYCULLA,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-19T14:10:07,2026-08-19T14:10:07,2026-08-19T14:10:07,19.263206,72.886056,Incident reported at Sewri Timber Market Sector-136 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000565,v1.0,True
566,CR/0566/2025,CASE_2025_0566,2026-08-21T11:57:34,POL_986,PS_MALAD,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-21T11:57:34,2026-08-21T11:57:34,2026-08-21T11:57:34,19.250892,72.773928,Incident reported at Worli Sea Face Sector-189 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000566,v1.0,True
567,CR/0567/2025,CASE_2025_0567,2026-08-21T13:03:32,POL_562,PS_KURLA,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-21T13:03:32,2026-08-21T13:03:32,2026-08-21T13:03:32,19.268642,72.878973,Incident reported at Juhu Tara Road Sector-47 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000567,v1.0,True
568,CR/0568/2025,CASE_2025_0568,2026-08-22T13:47:54,POL_447,PS_KURLA,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-22T13:47:54,2026-08-22T13:47:54,2026-08-22T13:47:54,19.051725,72.886114,Incident reported at Thane Station West Sector-237 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000568,v1.0,True
569,CR/0569/2025,CASE_2025_0569,2026-08-22T17:25:01,POL_525,PS_GHATKOPAR,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-22T17:25:01,2026-08-22T17:25:01,2026-08-22T17:25:01,19.268642,72.878973,Incident reported at Juhu Tara Road Sector-47 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000569,v1.0,True
570,CR/0570/2025,CASE_2025_0570,2026-08-22T23:25:19,POL_420,PS_CHEMBUR,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-22T23:25:19,2026-08-22T23:25:19,2026-08-22T23:25:19,18.881663,72.968174,Incident reported at Thane Station West Sector-197 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000570,v1.0,True
571,CR/0571/2025,CASE_2025_0571,2026-08-23T04:35:51,POL_781,PS_WORLI,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-23T04:35:51,2026-08-23T04:35:51,2026-08-23T04:35:51,19.072515,72.983484,Incident reported at Andheri East MIDC Sector-85 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000571,v1.0,True
572,CR/0572/2025,CASE_2025_0572,2026-08-23T08:13:23,POL_256,PS_ANDHERI,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-23T08:13:23,2026-08-23T08:13:23,2026-08-23T08:13:23,19.118844,72.931565,Incident reported at Navi Mumbai Vashi Sector 17 Sector-118 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000572,v1.0,True
573,CR/0573/2025,CASE_2025_0573,2026-08-24T22:10:07,POL_168,PS_BYCULLA,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-24T22:10:07,2026-08-24T22:10:07,2026-08-24T22:10:07,19.007113,72.826829,Incident reported at Worli Sea Face Sector-249 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000573,v1.0,True
574,CR/0574/2025,CASE_2025_0574,2026-08-25T07:01:58,POL_195,PS_BANDRA,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-25T07:01:58,2026-08-25T07:01:58,2026-08-25T07:01:58,18.994127,72.817238,Incident reported at Malad Link Road Sector-13 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000574,v1.0,True
575,CR/0575/2025,CASE_2025_0575,2026-08-25T10:18:21,POL_862,PS_WORLI,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-25T10:18:21,2026-08-25T10:18:21,2026-08-25T10:18:21,18.932872,72.934828,Incident reported at Colaba Causeway Sector-62 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000575,v1.0,True
576,CR/0576/2025,CASE_2025_0576,2026-08-26T06:33:20,POL_931,PS_CHEMBUR,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-26T06:33:20,2026-08-26T06:33:20,2026-08-26T06:33:20,18.976732,72.983638,Incident reported at Tardeo Road Sector-200 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000576,v1.0,True
577,CR/0577/2025,CASE_2025_0577,2026-08-27T13:26:33,POL_161,PS_DHARAVI,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-27T13:26:33,2026-08-27T13:26:33,2026-08-27T13:26:33,19.047285,72.920785,Incident reported at Andheri East MIDC Sector-25 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000577,v1.0,True
578,CR/0578/2025,CASE_2025_0578,2026-08-31T15:09:52,POL_675,PS_BORIVALI,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-08-31T15:09:52,2026-08-31T15:09:52,2026-08-31T15:09:52,19.002414,72.804556,Incident reported at Worli Sea Face Sector-109 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000578,v1.0,True
579,CR/0579/2025,CASE_2025_0579,2026-09-01T06:20:38,POL_225,PS_JUHU,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-01T06:20:38,2026-09-01T06:20:38,2026-09-01T06:20:38,19.005789,72.843754,Incident reported at Bandra Kurla Complex Sector-124 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000579,v1.0,True
580,CR/0580/2025,CASE_2025_0580,2026-09-01T09:48:45,POL_994,PS_WORLI,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-01T09:48:45,2026-09-01T09:48:45,2026-09-01T09:48:45,18.987667,72.984399,Incident reported at Tardeo Road Sector-120 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000580,v1.0,True
581,CR/0581/2025,CASE_2025_0581,2026-09-01T23:00:31,POL_988,PS_BYCULLA,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-01T23:00:31,2026-09-01T23:00:31,2026-09-01T23:00:31,19.121803,72.792736,Incident reported at Sewri Timber Market Sector-76 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000581,v1.0,True
582,CR/0582/2025,CASE_2025_0582,2026-09-02T01:50:24,POL_394,PS_CHEMBUR,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-02T01:50:24,2026-09-02T01:50:24,2026-09-02T01:50:24,19.032625,72.952822,Incident reported at Andheri East MIDC Sector-185 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000582,v1.0,True
583,CR/0583/2025,CASE_2025_0583,2026-09-02T15:25:34,POL_460,PS_BORIVALI,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-02T15:25:34,2026-09-02T15:25:34,2026-09-02T15:25:34,19.112493,72.757833,Incident reported at Lower Parel Business Park Sector-190 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000583,v1.0,True
584,CR/0584/2025,CASE_2025_0584,2026-09-02T22:33:03,POL_619,PS_BANDRA,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-02T22:33:03,2026-09-02T22:33:03,2026-09-02T22:33:03,19.139458,72.901844,Incident reported at Colaba Causeway Sector-42 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000584,v1.0,True
585,CR/0585/2025,CASE_2025_0585,2026-09-03T11:16:17,POL_772,PS_KURLA,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-03T11:16:17,2026-09-03T11:16:17,2026-09-03T11:16:17,19.169041,72.915148,Incident reported at Dadar TT Circle Sector-48 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000585,v1.0,True
586,CR/0586/2025,CASE_2025_0586,2026-09-05T15:38:53,POL_967,PS_GHATKOPAR,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-05T15:38:53,2026-09-05T15:38:53,2026-09-05T15:38:53,19.186167,72.862744,Incident reported at Colaba Causeway Sector-102 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000586,v1.0,True
587,CR/0587/2025,CASE_2025_0587,2026-09-06T13:51:43,POL_965,PS_BANDRA,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-06T13:51:43,2026-09-06T13:51:43,2026-09-06T13:51:43,19.225721,72.777266,Incident reported at Malad Link Road Sector-173 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000587,v1.0,True
588,CR/0588/2025,CASE_2025_0588,2026-09-06T19:05:12,POL_217,PS_MALAD,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-06T19:05:12,2026-09-06T19:05:12,2026-09-06T19:05:12,19.22801,72.902233,Incident reported at Worli Sea Face Sector-49 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000588,v1.0,True
589,CR/0589/2025,CASE_2025_0589,2026-09-08T17:13:13,POL_331,PS_ANDHERI,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-08T17:13:13,2026-09-08T17:13:13,2026-09-08T17:13:13,19.256777,72.86559,Incident reported at Juhu Tara Road Sector-167 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000589,v1.0,True
590,CR/0590/2025,CASE_2025_0590,2026-09-09T01:23:34,POL_885,PS_WORLI,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-09T01:23:34,2026-09-09T01:23:34,2026-09-09T01:23:34,18.949184,72.914894,Incident reported at Chembur Colony Sector-232 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000590,v1.0,True
591,CR/0591/2025,CASE_2025_0591,2026-09-12T18:28:17,POL_791,PS_BORIVALI,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-12T18:28:17,2026-09-12T18:28:17,2026-09-12T18:28:17,19.217934,72.978491,Incident reported at Kurla West Terminus Sector-146 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000591,v1.0,True
592,CR/0592/2025,CASE_2025_0592,2026-09-13T13:53:39,POL_126,PS_BYCULLA,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-13T13:53:39,2026-09-13T13:53:39,2026-09-13T13:53:39,18.923648,72.793266,Incident reported at Malad Link Road Sector-153 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000592,v1.0,True
593,CR/0593/2025,CASE_2025_0593,2026-09-14T10:44:51,POL_949,PS_BORIVALI,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-14T10:44:51,2026-09-14T10:44:51,2026-09-14T10:44:51,19.128245,72.904528,Incident reported at Dadar TT Circle Sector-148 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000593,v1.0,True
594,CR/0594/2025,CASE_2025_0594,2026-09-15T19:15:52,POL_129,PS_CHEMBUR,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-15T19:15:52,2026-09-15T19:15:52,2026-09-15T19:15:52,19.27616,72.972984,Incident reported at Andheri East MIDC Sector-5 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000594,v1.0,True
595,CR/0595/2025,CASE_2025_0595,2026-09-15T21:45:52,POL_819,PS_DHARAVI,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-15T21:45:52,2026-09-15T21:45:52,2026-09-15T21:45:52,19.262042,72.838862,Incident reported at Sion Circle Sector-179 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000595,v1.0,True
596,CR/0596/2025,CASE_2025_0596,2026-09-17T18:33:29,POL_459,PS_ANDHERI,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-17T18:33:29,2026-09-17T18:33:29,2026-09-17T18:33:29,18.894594,72.92897,Incident reported at Sewri Timber Market Sector-176 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000596,v1.0,True
597,CR/0597/2025,CASE_2025_0597,2026-09-17T19:20:15,POL_990,PS_COLABA,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-17T19:20:15,2026-09-17T19:20:15,2026-09-17T19:20:15,18.977524,72.880446,Incident reported at Juhu Tara Road Sector-67 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000597,v1.0,True
598,CR/0598/2025,CASE_2025_0598,2026-09-18T01:21:28,POL_773,PS_DHARAVI,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-18T01:21:28,2026-09-18T01:21:28,2026-09-18T01:21:28,19.005789,72.843754,Incident reported at Bandra Kurla Complex Sector-124 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000598,v1.0,True
599,CR/0599/2025,CASE_2025_0599,2026-09-18T02:13:09,POL_245,PS_WORLI,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-18T02:13:09,2026-09-18T02:13:09,2026-09-18T02:13:09,19.27616,72.972984,Incident reported at Andheri East MIDC Sector-5 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000599,v1.0,True
600,CR/0600/2025,CASE_2025_0600,2026-09-18T20:27:00,POL_131,PS_CHEMBUR,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2026-09-18T20:27:00,2026-09-18T20:27:00,2026-09-18T20:27:00,19.024227,72.944408,Incident reported at Thane Station West Sector-17 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000600,v1.0,True
