vehicle_id,registration_hash,type,make_model,owner_person_id,synthetic_demo_record
VEH_0636,3adb0dcd64bc1aa5,Cargo Truck,Tata Nexon,P_02072,True
VEH_0637,2e205e41c8e6595a,Four-Wheeler,Maruti Suzuki Swift,P_03538,True
VEH_0638,73bd4df0aeecbfce,Two-Wheeler,Royal Enfield Classic 350,P_03685,True
VEH_0639,0f18c234b5919910,Two-Wheeler,Royal Enfield Classic 350,P_01289,True
VEH_0640,720930e75b670b6a,Four-Wheeler,Royal Enfield Classic 350,P_04914,True
VEH_0641,550b913ce5bf284d,Commercial Auto,Maruti Suzuki Swift,P_03028,True
VEH_0642,47441370e1b0227d,Commercial Auto,Honda City,P_04482,True
VEH_0643,e2539f37af526e61,Two-Wheeler,Royal Enfield Classic 350,P_04830,True
VEH_0644,cc7097afce3f415f,Four-Wheeler,Bajaj Pulsar,P_04332,True
VEH_0645,3e384bb7b97844a5,Commercial Auto,Bajaj Pulsar,P_01867,True
VEH_0646,3859601f3c36040e,Commercial Auto,Honda City,P_01572,True
VEH_0647,d8da08045603dd73,Two-Wheeler,Royal Enfield Classic 350,P_01543,True
VEH_0648,aabc81363f1c7258,Two-Wheeler,Bajaj Pulsar,P_02631,True
VEH_0649,2d59a7de6b4df048,Commercial Auto,Mahindra Scorpio,P_01686,True
VEH_0650,93a90d8f5ca38394,Cargo Truck,Mahindra Scorpio,P_03209,True
VEH_0651,8e879b09f2613a72,Four-Wheeler,Tata Nexon,P_02135,True
VEH_0652,2140f4de3d752f2c,Four-Wheeler,Royal Enfield Classic 350,P_00027,True
VEH_0653,d3dd8d27d5c0afea,Commercial Auto,TVS Jupiter,P_04511,True
VEH_0654,5e9a5bf03b592137,Four-Wheeler,Royal Enfield Classic 350,P_04107,True
VEH_0655,4816cc395cb4a388,Commercial Auto,Tata Nexon,P_01007,True
VEH_0656,7501d8aebe3bdf93,Commercial Auto,Bajaj Pulsar,P_04481,True
VEH_0657,3dfb0ef5d4e0f40d,Four-Wheeler,Mahindra Scorpio,P_00328,True
VEH_0658,0ec1437dcb8cdb0f,Two-Wheeler,Honda City,P_03521,True
VEH_0659,cc9afa10085b344a,Two-Wheeler,Bajaj Pulsar,P_02897,True
VEH_0660,261e0b833ffc096c,Two-Wheeler,Tata Nexon,P_03140,True
VEH_0661,2c86fd6f055a447a,Four-Wheeler,Honda City,P_03984,True
VEH_0662,97d1d60e0d6f03fd,Two-Wheeler,TVS Jupiter,P_04994,True
VEH_0663,d3f4e451577ac9e2,Cargo Truck,Mahindra Scorpio,P_02528,True
VEH_0664,bd985f3b4864f592,Four-Wheeler,Mahindra Scorpio,P_01903,True
VEH_0665,70369858d777137d,Four-Wheeler,Royal Enfield Classic 350,P_03115,True
VEH_0666,4beec64ce1e1c023,Commercial Auto,Royal Enfield Classic 350,P_04389,True
VEH_0667,d0a4947bafe11a2b,Two-Wheeler,TVS Jupiter,P_04969,True
VEH_0668,eb2361eec37e49d5,Two-Wheeler,Tata Nexon,P_03310,True
VEH_0669,c0cf4e7d9c8cced9,Cargo Truck,Honda City,P_01892,True
VEH_0670,d66ba895926af426,Cargo Truck,Mahindra Scorpio,P_00530,True
VEH_0671,6caf9f743f39820d,Cargo Truck,Maruti Suzuki Swift,P_04118,True
VEH_0672,5b4e0e7ef95cd58a,Commercial Auto,Toyota Innova,P_01873,True
VEH_0673,31c0cfb2ac846292,Two-Wheeler,Tata Nexon,P_01796,True
VEH_0674,7a8063d73ccfe23e,Four-Wheeler,Hyundai Creta,P_01301,True
VEH_0675,5378870ca730bf07,Cargo Truck,Bajaj Pulsar,P_02139,True
VEH_0676,3c35364013156d9c,Cargo Truck,Tata Nexon,P_01877,True
VEH_0677,a124eeb219ba680b,Two-Wheeler,Maruti Suzuki Swift,P_04691,True
VEH_0678,b61895af97f36621,Two-Wheeler,Mahindra Scorpio,P_00141,True
VEH_0679,17380ec72f10eabc,Four-Wheeler,Honda City,P_01465,True
VEH_0680,b7211d6edc31fa38,Two-Wheeler,Tata Nexon,P_04468,True
VEH_0681,e9b46dc0c36fb1c0,Four-Wheeler,Honda City,P_04301,True
VEH_0682,a56a0c49cb5196e7,Cargo Truck,Tata Nexon,P_00397,True
VEH_0683,839511b730f3a3c1,Commercial Auto,Toyota Innova,P_04702,True
VEH_0684,c37dd254f13761aa,Four-Wheeler,Mahindra Scorpio,P_01328,True
VEH_0685,70d45fe0c3a08807,Cargo Truck,TVS Jupiter,P_04429,True
VEH_0686,f12b690720e64313,Commercial Auto,TVS Jupiter,P_04354,True
VEH_0687,64111a7b3438f7ae,Cargo Truck,Honda City,P_04385,True
VEH_0688,e1a0cc82749258e2,Commercial Auto,Mahindra Scorpio,P_00602,True
VEH_0689,db01616e9fc451dc,Commercial Auto,Royal Enfield Classic 350,P_02002,True
VEH_0690,56431f265d88a498,Two-Wheeler,Mahindra Scorpio,P_03568,True
VEH_0691,1d4e5cf722912482,Two-Wheeler,Honda City,P_03247,True
VEH_0692,1a702a6c1407fcb7,Cargo Truck,Honda City,P_03988,True
VEH_0693,7ee337150fca5031,Cargo Truck,TVS Jupiter,P_01069,True
VEH_0694,b4504b93f90f4f2c,Four-Wheeler,Honda City,P_03065,True
VEH_0695,19d6a2c180bf98aa,Commercial Auto,Hyundai Creta,P_04901,True
VEH_0696,ac559a2e4f903720,Commercial Auto,TVS Jupiter,P_00556,True
VEH_0697,8e85836bfebd5b90,Two-Wheeler,Maruti Suzuki Swift,P_00830,True
VEH_0698,f8d439903044d3e8,Four-Wheeler,Bajaj Pulsar,P_03042,True
VEH_0699,134b3ab6cd90233b,Commercial Auto,Toyota Innova,P_02676,True
VEH_0700,9acc5b0fb65b7f81,Cargo Truck,TVS Jupiter,P_03994,True
VEH_0701,d2f56c4d74c4c3df,Two-Wheeler,Bajaj Pulsar,P_00552,True
VEH_0702,a33901834aa978bf,Two-Wheeler,Tata Nexon,P_01165,True
VEH_0703,f22cde88044d67ce,Commercial Auto,Maruti Suzuki Swift,P_00361,True
VEH_0704,f0efcdc9cadb1809,Two-Wheeler,Mahindra Scorpio,P_03421,True
VEH_0705,f9a999599f814735,Two-Wheeler,Maruti Suzuki Swift,P_00543,True
VEH_0706,1074809f07dceeac,Two-Wheeler,Mahindra Scorpio,P_03837,True
VEH_0707,86d480de18c0aa19,Commercial Auto,Toyota Innova,P_03842,True
VEH_0708,c701f25abaa7b7ac,Two-Wheeler,Toyota Innova,P_04411,True
VEH_0709,8f02e4d9b49f39e7,Four-Wheeler,Mahindra Scorpio,P_01854,True
VEH_0710,3d773bc8b2e718cb,Cargo Truck,Honda City,P_04183,True
VEH_0711,dff508e020f0ace0,Two-Wheeler,Hyundai Creta,P_01213,True
VEH_0712,a7149c89c191bcc8,Commercial Auto,Hyundai Creta,P_04038,True
VEH_0713,8e0a4ccf65b29668,Two-Wheeler,Honda City,P_00665,True
VEH_0714,43b6ee0de4ddb62d,Cargo Truck,Toyota Innova,P_00467,True
VEH_0715,4ed7dc65f43f7928,Commercial Auto,Maruti Suzuki Swift,P_02735,True
VEH_0716,e741d4ff15f1eb9b,Two-Wheeler,Royal Enfield Classic 350,P_04821,True
VEH_0717,200935c3d40cf919,Two-Wheeler,Tata Nexon,P_02754,True
VEH_0718,d6a184b5eac30a29,Four-Wheeler,Hyundai Creta,P_00673,True
VEH_0719,dcf0f0413e97c93d,Four-Wheeler,Tata Nexon,P_00421,True
VEH_0720,d3b2988fc6615ec7,Four-Wheeler,Toyota Innova,P_04686,True
VEH_0721,1eae78080d2b58ab,Four-Wheeler,Maruti Suzuki Swift,P_04775,True
VEH_0722,100de3186efa148f,Cargo Truck,Tata Nexon,P_03202,True
VEH_0723,c163e7569f5c3927,Two-Wheeler,Hyundai Creta,P_02379,True
VEH_0724,428f826f11f64416,Cargo Truck,Bajaj Pulsar,P_00788,True
VEH_0725,61d04582b9768c91,Cargo Truck,Toyota Innova,P_01334,True
VEH_0726,9a9243d73d0e4123,Two-Wheeler,Royal Enfield Classic 350,P_03425,True
VEH_0727,5391b2c6896bf92b,Four-Wheeler,Tata Nexon,P_01272,True
VEH_0728,9bfe17d5686932fa,Two-Wheeler,Hyundai Creta,P_03678,True
VEH_0729,22fcba3a143e149f,Two-Wheeler,Toyota Innova,P_04746,True
VEH_0730,4935166021f5ba92,Cargo Truck,Honda City,P_01719,True
VEH_0731,1b37aa58809ec125,Four-Wheeler,Hyundai Creta,P_00401,True
VEH_0732,e8ecb51e4ad09c05,Cargo Truck,Royal Enfield Classic 350,P_02651,True
VEH_0733,58678b66e28e827d,Two-Wheeler,Toyota Innova,P_04642,True
VEH_0734,a6f50623179a6bc4,Cargo Truck,Royal Enfield Classic 350,P_00764,True
VEH_0735,ccaba799a795dcf4,Cargo Truck,Bajaj Pulsar,P_04948,True
VEH_0736,6e86aa6e7f9f4073,Commercial Auto,Maruti Suzuki Swift,P_00076,True
VEH_0737,a221a4d707711081,Two-Wheeler,Hyundai Creta,P_03956,True
VEH_0738,af4a42f8140c6b4d,Cargo Truck,Honda City,P_04445,True
VEH_0739,c7f501fbe5c56622,Cargo Truck,Royal Enfield Classic 350,P_00323,True
VEH_0740,90ea15878cc22fe1,Commercial Auto,Maruti Suzuki Swift,P_02379,True
VEH_0741,2552c844f6e93a4a,Cargo Truck,TVS Jupiter,P_03419,True
VEH_0742,ca9f823b0cd24300,Commercial Auto,Mahindra Scorpio,P_03681,True
VEH_0743,8e7c56d9a3dd49d6,Commercial Auto,Honda City,P_03235,True
VEH_0744,1b17decd42ce4d12,Four-Wheeler,Mahindra Scorpio,P_03253,True
VEH_0745,998ffcf116d07bb6,Cargo Truck,Bajaj Pulsar,P_04074,True
VEH_0746,441c2f7dd93b38a7,Two-Wheeler,Maruti Suzuki Swift,P_04165,True
VEH_0747,c7080bd96311f1ed,Commercial Auto,Mahindra Scorpio,P_03187,True
VEH_0748,5cb88bd05726bb1d,Two-Wheeler,Hyundai Creta,P_02694,True
VEH_0749,ca0248ec5b2278db,Commercial Auto,Tata Nexon,P_02443,True
VEH_0750,8284d878379026af,Commercial Auto,Toyota Innova,P_00800,True
VEH_0751,0931f911d8148146,Four-Wheeler,Hyundai Creta,P_01275,True
VEH_0752,0ac374fc784223cb,Cargo Truck,Tata Nexon,P_00929,True
VEH_0753,aeac1176d09e44a6,Four-Wheeler,TVS Jupiter,P_04281,True
VEH_0754,ca958565563beb65,Commercial Auto,Toyota Innova,P_00754,True
VEH_0755,e301ebfed1c3c966,Four-Wheeler,Maruti Suzuki Swift,P_00708,True
VEH_0756,15b59f9bcfdca23c,Commercial Auto,Mahindra Scorpio,P_03922,True
VEH_0757,3141761365a7fe52,Cargo Truck,Hyundai Creta,P_04294,True
VEH_0758,9c3376bbf9e45da3,Cargo Truck,Hyundai Creta,P_01858,True
VEH_0759,f7922cd2920112b7,Four-Wheeler,Mahindra Scorpio,P_00344,True
VEH_0760,65211cd238ed948e,Cargo Truck,Toyota Innova,P_02775,True
VEH_0761,b6faaaa03aec2386,Four-Wheeler,Tata Nexon,P_00787,True
VEH_0762,eb9004a708c8efe3,Four-Wheeler,Toyota Innova,P_00982,True
VEH_0763,8f270d551c029044,Four-Wheeler,Honda City,P_00319,True
VEH_0764,29c9d4028db2fc3c,Two-Wheeler,Honda City,P_03110,True
VEH_0765,f834726471678323,Four-Wheeler,Bajaj Pulsar,P_02981,True
VEH_0766,6ae73572524952bb,Commercial Auto,Maruti Suzuki Swift,P_02384,True
VEH_0767,6c969287be0f0139,Four-Wheeler,Hyundai Creta,P_02970,True
VEH_0768,4f02a22b1a872d78,Two-Wheeler,Hyundai Creta,P_01497,True
VEH_0769,3c2c18d99077c00c,Four-Wheeler,Honda City,P_04508,True
VEH_0770,71b0c2b0a5f65a9f,Commercial Auto,Honda City,P_04525,True
VEH_0771,167dc72d6040dbb9,Four-Wheeler,Honda City,P_03443,True
VEH_0772,e6d4178e103af49d,Four-Wheeler,Hyundai Creta,P_04820,True
VEH_0773,40d664b615339fef,Four-Wheeler,Royal Enfield Classic 350,P_04036,True
VEH_0774,989960db45e4fc70,Two-Wheeler,Hyundai Creta,P_02737,True
VEH_0775,f80adf63779c7c1a,Two-Wheeler,Maruti Suzuki Swift,P_03853,True
VEH_0776,9b1de07f6e0b938a,Four-Wheeler,Mahindra Scorpio,P_03342,True
VEH_0777,996cb060142fce33,Two-Wheeler,TVS Jupiter,P_04082,True
VEH_0778,e7ab40f5c4e8d3b9,Commercial Auto,Mahindra Scorpio,P_04420,True
VEH_0779,bf586cb437a403e9,Two-Wheeler,Honda City,P_02255,True
VEH_0780,b77b960890ab8b2e,Cargo Truck,Honda City,P_04959,True
VEH_0781,aaab179987c35929,Two-Wheeler,Honda City,P_01051,True
VEH_0782,02d7dcd3bbcf3493,Two-Wheeler,Maruti Suzuki Swift,P_01892,True
VEH_0783,4c95d375fa590c4f,Four-Wheeler,Mahindra Scorpio,P_02314,True
VEH_0784,9ebb7ad11b7ea89c,Four-Wheeler,Maruti Suzuki Swift,P_03387,True
VEH_0785,2ec76f472aa3bc20,Cargo Truck,Toyota Innova,P_02664,True
VEH_0786,ce11626f932b80bd,Two-Wheeler,Mahindra Scorpio,P_01196,True
VEH_0787,4c89d10fd26de4ca,Commercial Auto,TVS Jupiter,P_04102,True
VEH_0788,6d03777881b0ca51,Four-Wheeler,Tata Nexon,P_00504,True
VEH_0789,a72321f326fe0ff0,Commercial Auto,Honda City,P_01153,True
VEH_0790,c954b120e0d45c9e,Cargo Truck,Bajaj Pulsar,P_00535,True
VEH_0791,ca607df29eba012c,Cargo Truck,Honda City,P_03907,True
VEH_0792,31627e4c0bd1ab59,Cargo Truck,Maruti Suzuki Swift,P_01921,True
VEH_0793,3860e5f7e9fb6bbf,Commercial Auto,Tata Nexon,P_00900,True
VEH_0794,426571a4a84dd814,Cargo Truck,Bajaj Pulsar,P_02542,True
VEH_0795,bd8d5170c08a1c7b,Commercial Auto,Mahindra Scorpio,P_02365,True
VEH_0796,c465c5c944d10985,Cargo Truck,Bajaj Pulsar,P_01499,True
VEH_0797,d3a7b430027b5e6c,Commercial Auto,Bajaj Pulsar,P_03439,True
VEH_0798,412f3956ff972923,Commercial Auto,Royal Enfield Classic 350,P_02106,True
VEH_0799,3fca45480be44f67,Cargo Truck,Toyota Innova,P_00788,True
VEH_0800,9c98694c2810ecfd,Commercial Auto,Maruti Suzuki Swift,P_02754,True
VEH_0801,dfccd9a140950c40,Four-Wheeler,Mahindra Scorpio,P_03530,True
VEH_0802,0a2e1a295b6863da,Two-Wheeler,Royal Enfield Classic 350,P_00360,True
VEH_0803,614f021a35231ff7,Cargo Truck,Hyundai Creta,P_04090,True
VEH_0804,58aaffd66a07012b,Commercial Auto,Hyundai Creta,P_00300,True
VEH_0805,b7bdb6c9f07f3d4a,Four-Wheeler,TVS Jupiter,P_01713,True
VEH_0806,e92e8d4a8d43c328,Two-Wheeler,Honda City,P_04902,True
VEH_0807,2b338020c6eca92c,Two-Wheeler,Maruti Suzuki Swift,P_04107,True
VEH_0808,6f460a4dcda150c3,Commercial Auto,Mahindra Scorpio,P_04716,True
VEH_0809,836f13f7635c20fa,Two-Wheeler,TVS Jupiter,P_04558,True
VEH_0810,0b0c80d2141a28f5,Two-Wheeler,Maruti Suzuki Swift,P_02303,True
VEH_0811,9fd5d375412e3d6c,Two-Wheeler,Tata Nexon,P_01605,True
VEH_0812,3fb1b562b86192a8,Four-Wheeler,Mahindra Scorpio,P_01102,True
VEH_0813,4e7bfdb8f615c72b,Two-Wheeler,Honda City,P_03538,True
VEH_0814,2c1d13f12c7f1293,Commercial Auto,Maruti Suzuki Swift,P_01404,True
VEH_0815,2281356b6f270d49,Two-Wheeler,Hyundai Creta,P_00695,True
VEH_0816,4c95a6ad275585cc,Commercial Auto,Mahindra Scorpio,P_01362,True
VEH_0817,272cb5fd0645d47f,Two-Wheeler,Toyota Innova,P_03712,True
VEH_0818,85745e1c666550ad,Cargo Truck,Royal Enfield Classic 350,P_01411,True
VEH_0819,b6ba8b273cd013c4,Commercial Auto,Mahindra Scorpio,P_03325,True
VEH_0820,8ff209582c1e917c,Four-Wheeler,Hyundai Creta,P_01039,True
VEH_0821,37ecb9aea563e7b3,Cargo Truck,Bajaj Pulsar,P_03927,True
VEH_0822,b6ebb3d2c03b52f4,Two-Wheeler,Bajaj Pulsar,P_01473,True
VEH_0823,136005d26353c8e3,Two-Wheeler,Bajaj Pulsar,P_00608,True
VEH_0824,273a2650411da423,Commercial Auto,Hyundai Creta,P_02176,True
VEH_0825,69c6bafafc54a39f,Two-Wheeler,Royal Enfield Classic 350,P_04115,True
VEH_0826,1a43b7b434ca1291,Cargo Truck,Bajaj Pulsar,P_01211,True
VEH_0827,2b7245b711f4561a,Two-Wheeler,Toyota Innova,P_03776,True
VEH_0828,d7661125c4f2ca6c,Four-Wheeler,Maruti Suzuki Swift,P_00224,True
VEH_0829,52cdec008c3ed813,Two-Wheeler,Hyundai Creta,P_00677,True
VEH_0830,6d57edbfa74856c7,Four-Wheeler,Toyota Innova,P_00469,True
VEH_0831,a9d795950a0ad2a6,Commercial Auto,Bajaj Pulsar,P_02423,True
VEH_0832,946860dae5c89637,Commercial Auto,Bajaj Pulsar,P_03906,True
VEH_0833,728a124d5590e1e9,Four-Wheeler,Tata Nexon,P_02416,True
VEH_0834,83e0fa49e8d13a9d,Four-Wheeler,TVS Jupiter,P_00216,True
VEH_0835,cb65a4a748f4ebea,Commercial Auto,Royal Enfield Classic 350,P_02830,True
VEH_0836,70cf03214b979e95,Cargo Truck,Tata Nexon,P_03320,True
VEH_0837,0ad0289f121ee370,Commercial Auto,Bajaj Pulsar,P_01867,True
VEH_0838,d6d25fb5a7e42426,Four-Wheeler,Royal Enfield Classic 350,P_00344,True
VEH_0839,027f26d02b0a2f2c,Commercial Auto,Bajaj Pulsar,P_03769,True
VEH_0840,9be8f4413283c76a,Four-Wheeler,Tata Nexon,P_01031,True
VEH_0841,9dc4373417d11321,Four-Wheeler,Royal Enfield Classic 350,P_02120,True
VEH_0842,57b33ba929630f4a,Cargo Truck,Honda City,P_01454,True
VEH_0843,0a798df8f1ff838d,Four-Wheeler,Royal Enfield Classic 350,P_01538,True
VEH_0844,eba79cf9ee64dff2,Commercial Auto,Tata Nexon,P_03278,True
VEH_0845,3bf81c99081b23b5,Two-Wheeler,Royal Enfield Classic 350,P_02486,True
VEH_0846,6802e414b51b34d7,Cargo Truck,Toyota Innova,P_04425,True
VEH_0847,b50a0681d38dab6e,Four-Wheeler,Hyundai Creta,P_03785,True
VEH_0848,0d133c7d66a334f9,Commercial Auto,Tata Nexon,P_02906,True
VEH_0849,946d030c5d913b61,Commercial Auto,Mahindra Scorpio,P_03024,True
VEH_0850,4bd24eb58859e0df,Cargo Truck,Hyundai Creta,P_03849,True
VEH_0851,b1634adf15bd7560,Four-Wheeler,Bajaj Pulsar,P_04717,True
VEH_0852,49cb8b391092ecdb,Two-Wheeler,Bajaj Pulsar,P_04346,True
VEH_0853,fea257a7df0a86fc,Four-Wheeler,Maruti Suzuki Swift,P_02785,True
VEH_0854,73447dc0afd384b3,Two-Wheeler,Mahindra Scorpio,P_01677,True
VEH_0855,fc8a497f47cc4e05,Commercial Auto,Bajaj Pulsar,P_02160,True
VEH_0856,39524f5649768713,Four-Wheeler,Hyundai Creta,P_00738,True
VEH_0857,f57c344b3bd16d46,Two-Wheeler,Bajaj Pulsar,P_00396,True
VEH_0858,f35967c22558a5dd,Two-Wheeler,TVS Jupiter,P_01776,True
VEH_0859,a4bcaa96e9eb14b5,Four-Wheeler,Royal Enfield Classic 350,P_00285,True
VEH_0860,5c0ea6cd40294322,Cargo Truck,TVS Jupiter,P_02683,True
VEH_0861,0d75a20bfe2c4198,Four-Wheeler,Bajaj Pulsar,P_04393,True
VEH_0862,5713547c5c27fe00,Four-Wheeler,Maruti Suzuki Swift,P_04802,True
VEH_0863,32092c2ae03986f7,Two-Wheeler,Bajaj Pulsar,P_00108,True
VEH_0864,f66725ff43b913bb,Four-Wheeler,Honda City,P_02372,True
VEH_0865,7dbdf0f55982ec4d,Commercial Auto,Royal Enfield Classic 350,P_03014,True
VEH_0866,be2f0599ad9d0353,Commercial Auto,Hyundai Creta,P_01010,True
VEH_0867,ba111dab0d520cbc,Commercial Auto,Bajaj Pulsar,P_03911,True
VEH_0868,f3613764a07910d4,Two-Wheeler,Mahindra Scorpio,P_01398,True
VEH_0869,f1eba5a12df1476d,Commercial Auto,Mahindra Scorpio,P_03697,True
VEH_0870,cd78e7145805f83d,Two-Wheeler,Maruti Suzuki Swift,P_02457,True
VEH_0871,d45378ac513b018b,Commercial Auto,Toyota Innova,P_00175,True
VEH_0872,c1d178e61a067ddb,Four-Wheeler,Maruti Suzuki Swift,P_04351,True
VEH_0873,a7545e26267ad621,Four-Wheeler,Maruti Suzuki Swift,P_01581,True
VEH_0874,a65666f23280402e,Cargo Truck,Hyundai Creta,P_00224,True
VEH_0875,f94fe56a2bc1503d,Two-Wheeler,Hyundai Creta,P_01438,True
VEH_0876,a991bc29eb0be694,Two-Wheeler,Bajaj Pulsar,P_04508,True
VEH_0877,3aa975a35a159342,Two-Wheeler,Royal Enfield Classic 350,P_04599,True
VEH_0878,478cfb72dc10de3c,Four-Wheeler,Honda City,P_00331,True
VEH_0879,db12283d3e4edc45,Commercial Auto,TVS Jupiter,P_01590,True
VEH_0880,9c9a0e91595c5d5f,Cargo Truck,Bajaj Pulsar,P_01119,True
VEH_0881,e7f42cb4b4ace90f,Commercial Auto,Maruti Suzuki Swift,P_00840,True
VEH_0882,c828e37e99eb6c37,Four-Wheeler,Bajaj Pulsar,P_03017,True
VEH_0883,cf5081a694b5e873,Two-Wheeler,TVS Jupiter,P_02139,True
VEH_0884,1dc0769772f5df9c,Cargo Truck,Royal Enfield Classic 350,P_02477,True
VEH_0885,6a4b69c90842f62e,Cargo Truck,Toyota Innova,P_04746,True
VEH_0886,263825114995c94d,Commercial Auto,Honda City,P_00175,True
VEH_0887,77e843d421efb707,Four-Wheeler,Tata Nexon,P_01560,True
VEH_0888,74196b97314a79a8,Cargo Truck,Honda City,P_01158,True
VEH_0889,21a929f7f46c08c6,Cargo Truck,Royal Enfield Classic 350,P_00189,True
VEH_0890,26b0cf52b662c2ef,Two-Wheeler,Maruti Suzuki Swift,P_03621,True
VEH_0891,55f64e38a90e6c1a,Two-Wheeler,Bajaj Pulsar,P_04971,True
VEH_0892,0fa9851db7a354d0,Two-Wheeler,Mahindra Scorpio,P_04358,True
VEH_0893,46e63163a15aab42,Cargo Truck,Maruti Suzuki Swift,P_02824,True
VEH_0894,cb15909f8b584b6e,Four-Wheeler,Royal Enfield Classic 350,P_02797,True
VEH_0895,fbebf4e6974735c0,Two-Wheeler,Toyota Innova,P_04057,True
VEH_0896,7884244c4d317111,Cargo Truck,Royal Enfield Classic 350,P_04694,True
VEH_0897,c444a8d5c906ec4a,Cargo Truck,Maruti Suzuki Swift,P_04603,True
VEH_0898,06883ba2febb5683,Commercial Auto,Mahindra Scorpio,P_04426,True
VEH_0899,4c8c1b134b6534dd,Commercial Auto,Honda City,P_01574,True
VEH_0900,aec5a51dbd7905ef,Four-Wheeler,Bajaj Pulsar,P_02276,True
VEH_0901,30aefad9d45725f5,Cargo Truck,Maruti Suzuki Swift,P_00054,True
VEH_0902,a32a59279f4fba86,Cargo Truck,Maruti Suzuki Swift,P_00957,True
VEH_0903,7d0f491252f4ad7d,Four-Wheeler,Toyota Innova,P_00209,True
VEH_0904,7554bf23c2e16ae3,Four-Wheeler,Hyundai Creta,P_02449,True
VEH_0905,ad1e273ea2eda169,Cargo Truck,Bajaj Pulsar,P_01605,True
VEH_0906,c992efd345972116,Commercial Auto,Mahindra Scorpio,P_02341,True
VEH_0907,0a3678802dff9cb6,Two-Wheeler,Honda City,P_03201,True
VEH_0908,30f8012022e12170,Two-Wheeler,Royal Enfield Classic 350,P_03373,True
VEH_0909,bb1e6de42d3ae439,Cargo Truck,TVS Jupiter,P_03885,True
VEH_0910,282d4641f2c543f4,Four-Wheeler,Hyundai Creta,P_02207,True
VEH_0911,b6ce7b84f1c7eb40,Two-Wheeler,Hyundai Creta,P_01600,True
VEH_0912,af8c3febc9408a1a,Two-Wheeler,Toyota Innova,P_02932,True
VEH_0913,1d6046f89ee4e3b0,Four-Wheeler,TVS Jupiter,P_04059,True
VEH_0914,f19dd4f3bf763376,Two-Wheeler,Hyundai Creta,P_00644,True
VEH_0915,547055ed5be5963c,Commercial Auto,Mahindra Scorpio,P_04301,True
VEH_0916,492ec50815d7ff44,Two-Wheeler,Royal Enfield Classic 350,P_00994,True
VEH_0917,d8d55aa13456fbb0,Commercial Auto,Honda City,P_02516,True
VEH_0918,d1b16ead2e0341d6,Two-Wheeler,Toyota Innova,P_00392,True
VEH_0919,080a364c402a5906,Commercial Auto,Royal Enfield Classic 350,P_02305,True
VEH_0920,2909bc1d4d8cd03d,Cargo Truck,Hyundai Creta,P_03264,True
VEH_0921,beaf743988a19a20,Two-Wheeler,TVS Jupiter,P_04302,True
VEH_0922,5e82113f7cc1381e,Two-Wheeler,TVS Jupiter,P_04826,True
VEH_0923,d1c444883f7a51ea,Commercial Auto,Tata Nexon,P_04691,True
VEH_0924,3d3723ff51bb0b71,Two-Wheeler,Mahindra Scorpio,P_03490,True
VEH_0925,26c10c722e46613d,Commercial Auto,Tata Nexon,P_04049,True
VEH_0926,80a89d6e6a525838,Cargo Truck,Maruti Suzuki Swift,P_04134,True
VEH_0927,57f90abe98ac9a6a,Cargo Truck,TVS Jupiter,P_00501,True
VEH_0928,96e5ef1ef5d0e874,Four-Wheeler,Maruti Suzuki Swift,P_02991,True
VEH_0929,5f28a120ed2c5df8,Commercial Auto,Tata Nexon,P_01835,True
VEH_0930,8fffa23955a17d57,Commercial Auto,Toyota Innova,P_00122,True
VEH_0931,1cc4a022f37e5a92,Two-Wheeler,Royal Enfield Classic 350,P_04665,True
VEH_0932,f4679e8162dd754c,Two-Wheeler,Hyundai Creta,P_04675,True
VEH_0933,3b7727e885e69dd5,Commercial Auto,Maruti Suzuki Swift,P_04568,True
VEH_0934,711ecf53e07c02e4,Two-Wheeler,Bajaj Pulsar,P_00133,True
VEH_0935,0f1cddff312eeed7,Two-Wheeler,Maruti Suzuki Swift,P_04958,True
VEH_0936,0c9d8515af9e2007,Two-Wheeler,Bajaj Pulsar,P_02439,True
VEH_0937,463f921de32d94dd,Four-Wheeler,Bajaj Pulsar,P_04535,True
VEH_0938,d2031b91550f0893,Four-Wheeler,Bajaj Pulsar,P_03751,True
VEH_0939,69e075c43e216170,Cargo Truck,Bajaj Pulsar,P_03291,True
VEH_0940,7787304422322493,Commercial Auto,Maruti Suzuki Swift,P_03703,True
VEH_0941,640b4bd7d3d7a79b,Cargo Truck,TVS Jupiter,P_04151,True
VEH_0942,c11b33336594cd2d,Cargo Truck,Royal Enfield Classic 350,P_04240,True
VEH_0943,1bd989e5c325446e,Four-Wheeler,Mahindra Scorpio,P_04143,True
VEH_0944,9b7093c541756fe3,Commercial Auto,Tata Nexon,P_01946,True
VEH_0945,adaf00d532c27966,Commercial Auto,Royal Enfield Classic 350,P_03121,True
VEH_0946,468540f289989b31,Two-Wheeler,Tata Nexon,P_02339,True
VEH_0947,6f83f2f95944670a,Cargo Truck,Bajaj Pulsar,P_03221,True
VEH_0948,1dfc9671a3bc0cb8,Two-Wheeler,Tata Nexon,P_02069,True
VEH_0949,fedbd2b7d9eb970e,Four-Wheeler,Mahindra Scorpio,P_01594,True
VEH_0950,92ee96156a8a0849,Commercial Auto,Tata Nexon,P_04463,True
VEH_0951,ae59d99aa5ce2799,Two-Wheeler,Tata Nexon,P_04715,True
VEH_0952,8645143a9bb60041,Commercial Auto,Toyota Innova,P_04436,True
