person_case_role_id,person_id,case_id,role_type,source_evidence_id,synthetic_demo_record
PCR_000820,P_01853,820,Primary Accused,EVI_FIR_0820,True
PCR_000821,P_03645,821,Primary Accused,EVI_FIR_0821,True
PCR_000822,P_01538,822,Primary Accused,EVI_FIR_0822,True
PCR_000823,P_00178,823,Primary Accused,EVI_FIR_0823,True
PCR_000824,P_04158,824,Primary Accused,EVI_FIR_0824,True
PCR_000825,P_00068,825,Primary Accused,EVI_FIR_0825,True
PCR_000826,P_00451,826,Primary Accused,EVI_FIR_0826,True
PCR_000827,P_01195,827,Primary Accused,EVI_FIR_0827,True
PCR_000828,P_03516,828,Primary Accused,EVI_FIR_0828,True
PCR_000829,P_03447,829,Primary Accused,EVI_FIR_0829,True
PCR_000830,P_00163,830,Primary Accused,EVI_FIR_0830,True
PCR_000831,P_03194,831,Primary Accused,EVI_FIR_0831,True
PCR_000832,P_00134,832,Primary Accused,EVI_FIR_0832,True
PCR_000833,P_02514,833,Primary Accused,EVI_FIR_0833,True
PCR_000834,P_04874,834,Primary Accused,EVI_FIR_0834,True
PCR_000835,P_00794,835,Primary Accused,EVI_FIR_0835,True
PCR_000836,P_04235,836,Primary Accused,EVI_FIR_0836,True
PCR_000837,P_00337,837,Primary Accused,EVI_FIR_0837,True
PCR_000838,P_03556,838,Primary Accused,EVI_FIR_0838,True
PCR_000839,P_04591,839,Primary Accused,EVI_FIR_0839,True
PCR_000840,P_03888,840,Primary Accused,EVI_FIR_0840,True
PCR_000841,P_04197,841,Primary Accused,EVI_FIR_0841,True
PCR_000842,P_00382,842,Primary Accused,EVI_FIR_0842,True
PCR_000843,P_03522,843,Primary Accused,EVI_FIR_0843,True
PCR_000844,P_01835,844,Primary Accused,EVI_FIR_0844,True
PCR_000845,P_03387,845,Primary Accused,EVI_FIR_0845,True
PCR_000846,P_02847,846,Primary Accused,EVI_FIR_0846,True
PCR_000847,P_02055,847,Primary Accused,EVI_FIR_0847,True
PCR_000848,P_02146,848,Primary Accused,EVI_FIR_0848,True
PCR_000849,P_00708,849,Primary Accused,EVI_FIR_0849,True
PCR_000850,P_01425,850,Primary Accused,EVI_FIR_0850,True
PCR_000851,P_01516,851,Primary Accused,EVI_FIR_0851,True
PCR_000852,P_01148,852,Primary Accused,EVI_FIR_0852,True
PCR_000853,P_03264,853,Primary Accused,EVI_FIR_0853,True
PCR_000854,P_00320,854,Primary Accused,EVI_FIR_0854,True
PCR_000855,P_00121,855,Primary Accused,EVI_FIR_0855,True
PCR_000856,P_04177,856,Primary Accused,EVI_FIR_0856,True
PCR_000857,P_02992,857,Primary Accused,EVI_FIR_0857,True
PCR_000858,P_00174,858,Primary Accused,EVI_FIR_0858,True
PCR_000859,P_01241,859,Primary Accused,EVI_FIR_0859,True
PCR_000860,P_02161,860,Primary Accused,EVI_FIR_0860,True
PCR_000861,P_04732,861,Primary Accused,EVI_FIR_0861,True
PCR_000862,P_01288,862,Primary Accused,EVI_FIR_0862,True
PCR_000863,P_02206,863,Primary Accused,EVI_FIR_0863,True
PCR_000864,P_00706,864,Primary Accused,EVI_FIR_0864,True
PCR_000865,P_03920,865,Primary Accused,EVI_FIR_0865,True
PCR_000866,P_01283,866,Primary Accused,EVI_FIR_0866,True
PCR_000867,P_03024,867,Primary Accused,EVI_FIR_0867,True
PCR_000868,P_04464,868,Primary Accused,EVI_FIR_0868,True
PCR_000869,P_02718,869,Primary Accused,EVI_FIR_0869,True
PCR_000870,P_00953,870,Primary Accused,EVI_FIR_0870,True
PCR_000871,P_02070,871,Primary Accused,EVI_FIR_0871,True
PCR_000872,P_01478,872,Primary Accused,EVI_FIR_0872,True
PCR_000873,P_03517,873,Primary Accused,EVI_FIR_0873,True
PCR_000874,P_01297,874,Primary Accused,EVI_FIR_0874,True
PCR_000875,P_02922,875,Primary Accused,EVI_FIR_0875,True
PCR_000876,P_04950,876,Primary Accused,EVI_FIR_0876,True
PCR_000877,P_04615,877,Primary Accused,EVI_FIR_0877,True
PCR_000878,P_03094,878,Primary Accused,EVI_FIR_0878,True
PCR_000879,P_04582,879,Primary Accused,EVI_FIR_0879,True
PCR_000880,P_00448,880,Primary Accused,EVI_FIR_0880,True
PCR_000881,P_00230,881,Primary Accused,EVI_FIR_0881,True
PCR_000882,P_01549,882,Primary Accused,EVI_FIR_0882,True
PCR_000883,P_02755,883,Primary Accused,EVI_FIR_0883,True
PCR_000884,P_03262,884,Primary Accused,EVI_FIR_0884,True
PCR_000885,P_02715,885,Primary Accused,EVI_FIR_0885,True
PCR_000886,P_02425,886,Primary Accused,EVI_FIR_0886,True
PCR_000887,P_01629,887,Primary Accused,EVI_FIR_0887,True
PCR_000888,P_02676,888,Primary Accused,EVI_FIR_0888,True
PCR_000889,P_03447,889,Primary Accused,EVI_FIR_0889,True
PCR_000890,P_00798,890,Primary Accused,EVI_FIR_0890,True
PCR_000891,P_04496,891,Primary Accused,EVI_FIR_0891,True
PCR_000892,P_02501,892,Primary Accused,EVI_FIR_0892,True
PCR_000893,P_01289,893,Primary Accused,EVI_FIR_0893,True
PCR_000894,P_01077,894,Primary Accused,EVI_FIR_0894,True
PCR_000895,P_04918,895,Primary Accused,EVI_FIR_0895,True
PCR_000896,P_03007,896,Primary Accused,EVI_FIR_0896,True
PCR_000897,P_03991,897,Primary Accused,EVI_FIR_0897,True
PCR_000898,P_03856,898,Primary Accused,EVI_FIR_0898,True
PCR_000899,P_03651,899,Primary Accused,EVI_FIR_0899,True
PCR_000900,P_01918,900,Primary Accused,EVI_FIR_0900,True
PCR_000901,P_01795,901,Primary Accused,EVI_FIR_0901,True
PCR_000902,P_00685,902,Primary Accused,EVI_FIR_0902,True
PCR_000903,P_01684,903,Primary Accused,EVI_FIR_0903,True
PCR_000904,P_01627,904,Primary Accused,EVI_FIR_0904,True
PCR_000905,P_03300,905,Primary Accused,EVI_FIR_0905,True
PCR_000906,P_04927,906,Primary Accused,EVI_FIR_0906,True
PCR_000907,P_02593,907,Primary Accused,EVI_FIR_0907,True
PCR_000908,P_00706,908,Primary Accused,EVI_FIR_0908,True
PCR_000909,P_01705,909,Primary Accused,EVI_FIR_0909,True
PCR_000910,P_00118,910,Primary Accused,EVI_FIR_0910,True
PCR_000911,P_04434,911,Primary Accused,EVI_FIR_0911,True
PCR_000912,P_03768,912,Primary Accused,EVI_FIR_0912,True
PCR_000913,P_03944,913,Primary Accused,EVI_FIR_0913,True
PCR_000914,P_03354,914,Primary Accused,EVI_FIR_0914,True
PCR_000915,P_03745,915,Primary Accused,EVI_FIR_0915,True
PCR_000916,P_03122,916,Primary Accused,EVI_FIR_0916,True
PCR_000917,P_03243,917,Primary Accused,EVI_FIR_0917,True
PCR_000918,P_02770,918,Primary Accused,EVI_FIR_0918,True
PCR_000919,P_04971,919,Primary Accused,EVI_FIR_0919,True
PCR_000920,P_03223,920,Primary Accused,EVI_FIR_0920,True
PCR_000921,P_01254,921,Primary Accused,EVI_FIR_0921,True
PCR_000922,P_04780,922,Primary Accused,EVI_FIR_0922,True
PCR_000923,P_03584,923,Primary Accused,EVI_FIR_0923,True
PCR_000924,P_00835,924,Primary Accused,EVI_FIR_0924,True
PCR_000925,P_03369,925,Primary Accused,EVI_FIR_0925,True
PCR_000926,P_04531,926,Primary Accused,EVI_FIR_0926,True
PCR_000927,P_02101,927,Primary Accused,EVI_FIR_0927,True
PCR_000928,P_03202,928,Primary Accused,EVI_FIR_0928,True
PCR_000929,P_01744,929,Primary Accused,EVI_FIR_0929,True
PCR_000930,P_02226,930,Primary Accused,EVI_FIR_0930,True
PCR_000931,P_03385,931,Primary Accused,EVI_FIR_0931,True
PCR_000932,P_04966,932,Primary Accused,EVI_FIR_0932,True
PCR_000933,P_01778,933,Primary Accused,EVI_FIR_0933,True
PCR_000934,P_00754,934,Primary Accused,EVI_FIR_0934,True
PCR_000935,P_01603,935,Primary Accused,EVI_FIR_0935,True
PCR_000936,P_04518,936,Primary Accused,EVI_FIR_0936,True
PCR_000937,P_03402,937,Primary Accused,EVI_FIR_0937,True
PCR_000938,P_02892,938,Primary Accused,EVI_FIR_0938,True
PCR_000939,P_04238,939,Primary Accused,EVI_FIR_0939,True
PCR_000940,P_02654,940,Primary Accused,EVI_FIR_0940,True
PCR_000941,P_00009,941,Primary Accused,EVI_FIR_0941,True
PCR_000942,P_00625,942,Primary Accused,EVI_FIR_0942,True
PCR_000943,P_00859,943,Primary Accused,EVI_FIR_0943,True
PCR_000944,P_00384,944,Primary Accused,EVI_FIR_0944,True
PCR_000945,P_04722,945,Primary Accused,EVI_FIR_0945,True
PCR_000946,P_01280,946,Primary Accused,EVI_FIR_0946,True
PCR_000947,P_00908,947,Primary Accused,EVI_FIR_0947,True
PCR_000948,P_02804,948,Primary Accused,EVI_FIR_0948,True
PCR_000949,P_00650,949,Primary Accused,EVI_FIR_0949,True
PCR_000950,P_03570,950,Primary Accused,EVI_FIR_0950,True
PCR_000951,P_00041,951,Primary Accused,EVI_FIR_0951,True
PCR_000952,P_02209,952,Primary Accused,EVI_FIR_0952,True
PCR_000953,P_03570,953,Primary Accused,EVI_FIR_0953,True
PCR_000954,P_03661,954,Primary Accused,EVI_FIR_0954,True
PCR_000955,P_01044,955,Primary Accused,EVI_FIR_0955,True
PCR_000956,P_01687,956,Primary Accused,EVI_FIR_0956,True
PCR_000957,P_03155,957,Primary Accused,EVI_FIR_0957,True
PCR_000958,P_02813,958,Primary Accused,EVI_FIR_0958,True
PCR_000959,P_02931,959,Primary Accused,EVI_FIR_0959,True
PCR_000960,P_02510,960,Primary Accused,EVI_FIR_0960,True
PCR_000961,P_03813,961,Primary Accused,EVI_FIR_0961,True
PCR_000962,P_02586,962,Primary Accused,EVI_FIR_0962,True
PCR_000963,P_00852,963,Primary Accused,EVI_FIR_0963,True
PCR_000964,P_01552,964,Primary Accused,EVI_FIR_0964,True
PCR_000965,P_02190,965,Primary Accused,EVI_FIR_0965,True
PCR_000966,P_00736,966,Primary Accused,EVI_FIR_0966,True
PCR_000967,P_03209,967,Primary Accused,EVI_FIR_0967,True
PCR_000968,P_02690,968,Primary Accused,EVI_FIR_0968,True
PCR_000969,P_01955,969,Primary Accused,EVI_FIR_0969,True
PCR_000970,P_00241,970,Primary Accused,EVI_FIR_0970,True
PCR_000971,P_02902,971,Primary Accused,EVI_FIR_0971,True
PCR_000972,P_01625,972,Primary Accused,EVI_FIR_0972,True
PCR_000973,P_02910,973,Primary Accused,EVI_FIR_0973,True
PCR_000974,P_04924,974,Primary Accused,EVI_FIR_0974,True
PCR_000975,P_01258,975,Primary Accused,EVI_FIR_0975,True
PCR_000976,P_01691,976,Primary Accused,EVI_FIR_0976,True
PCR_000977,P_04395,977,Primary Accused,EVI_FIR_0977,True
PCR_000978,P_02534,978,Primary Accused,EVI_FIR_0978,True
PCR_000979,P_00766,979,Primary Accused,EVI_FIR_0979,True
PCR_000980,P_04077,980,Primary Accused,EVI_FIR_0980,True
PCR_000981,P_02095,981,Primary Accused,EVI_FIR_0981,True
PCR_000982,P_02108,982,Primary Accused,EVI_FIR_0982,True
PCR_000983,P_01271,983,Primary Accused,EVI_FIR_0983,True
PCR_000984,P_01081,984,Primary Accused,EVI_FIR_0984,True
PCR_000985,P_02460,985,Primary Accused,EVI_FIR_0985,True
PCR_000986,P_01514,986,Primary Accused,EVI_FIR_0986,True
PCR_000987,P_04326,987,Primary Accused,EVI_FIR_0987,True
PCR_000988,P_02949,988,Primary Accused,EVI_FIR_0988,True
PCR_000989,P_03449,989,Primary Accused,EVI_FIR_0989,True
PCR_000990,P_04356,990,Primary Accused,EVI_FIR_0990,True
PCR_000991,P_03301,991,Primary Accused,EVI_FIR_0991,True
PCR_000992,P_00694,992,Primary Accused,EVI_FIR_0992,True
PCR_000993,P_02429,993,Primary Accused,EVI_FIR_0993,True
PCR_000994,P_01680,994,Primary Accused,EVI_FIR_0994,True
PCR_000995,P_01268,995,Primary Accused,EVI_FIR_0995,True
PCR_000996,P_04947,996,Primary Accused,EVI_FIR_0996,True
PCR_000997,P_03692,997,Primary Accused,EVI_FIR_0997,True
PCR_000998,P_02494,998,Primary Accused,EVI_FIR_0998,True
PCR_000999,P_01260,999,Primary Accused,EVI_FIR_0999,True
PCR_001000,P_03010,1000,Primary Accused,EVI_FIR_1000,True
PCR_001001,P_01095,225,Accomplice,EVI_FIR_0225,True
PCR_001002,P_03728,157,Witness,EVI_FIR_0157,True
PCR_001003,P_03407,383,Witness,EVI_FIR_0383,True
PCR_001004,P_03858,935,Witness,EVI_FIR_0935,True
PCR_001005,P_01790,822,Co-Accused,EVI_FIR_0822,True
PCR_001006,P_04881,697,Primary Accused,EVI_FIR_0697,True
PCR_001007,P_03660,539,Witness,EVI_FIR_0539,True
PCR_001008,P_02964,721,Primary Accused,EVI_FIR_0721,True
PCR_001009,P_04622,940,Primary Accused,EVI_FIR_0940,True
PCR_001010,P_04083,64,Witness,EVI_FIR_0064,True
PCR_001011,P_04692,208,Witness,EVI_FIR_0208,True
PCR_001012,P_01348,154,Suspect,EVI_FIR_0154,True
PCR_001013,P_04359,875,Accomplice,EVI_FIR_0875,True
PCR_001014,P_01683,120,Witness,EVI_FIR_0120,True
PCR_001015,P_00745,501,Witness,EVI_FIR_0501,True
PCR_001016,P_00456,457,Accomplice,EVI_FIR_0457,True
PCR_001017,P_04301,136,Accomplice,EVI_FIR_0136,True
PCR_001018,P_04620,468,Primary Accused,EVI_FIR_0468,True
PCR_001019,P_03788,573,Suspect,EVI_FIR_0573,True
PCR_001020,P_00179,741,Accomplice,EVI_FIR_0741,True
PCR_001021,P_00025,261,Co-Accused,EVI_FIR_0261,True
PCR_001022,P_00599,593,Primary Accused,EVI_FIR_0593,True
PCR_001023,P_02823,434,Primary Accused,EVI_FIR_0434,True
PCR_001024,P_00494,555,Primary Accused,EVI_FIR_0555,True
PCR_001025,P_03868,957,Primary Accused,EVI_FIR_0957,True
PCR_001026,P_03350,294,Co-Accused,EVI_FIR_0294,True
PCR_001027,P_01110,788,Accomplice,EVI_FIR_0788,True
PCR_001028,P_03134,384,Accomplice,EVI_FIR_0384,True
PCR_001029,P_03093,891,Accomplice,EVI_FIR_0891,True
PCR_001030,P_04014,83,Co-Accused,EVI_FIR_0083,True
PCR_001031,P_02849,670,Primary Accused,EVI_FIR_0670,True
PCR_001032,P_04498,183,Accomplice,EVI_FIR_0183,True
PCR_001033,P_01044,542,Co-Accused,EVI_FIR_0542,True
PCR_001034,P_00029,855,Primary Accused,EVI_FIR_0855,True
PCR_001035,P_03793,306,Witness,EVI_FIR_0306,True
PCR_001036,P_04454,435,Accomplice,EVI_FIR_0435,True
PCR_001037,P_01882,844,Co-Accused,EVI_FIR_0844,True
PCR_001038,P_02836,472,Co-Accused,EVI_FIR_0472,True
PCR_001039,P_01545,283,Primary Accused,EVI_FIR_0283,True
PCR_001040,P_03435,33,Witness,EVI_FIR_0033,True
PCR_001041,P_00129,785,Co-Accused,EVI_FIR_0785,True
PCR_001042,P_00552,212,Primary Accused,EVI_FIR_0212,True
PCR_001043,P_00276,609,Accomplice,EVI_FIR_0609,True
PCR_001044,P_00399,613,Co-Accused,EVI_FIR_0613,True
PCR_001045,P_00363,759,Accomplice,EVI_FIR_0759,True
PCR_001046,P_01920,450,Witness,EVI_FIR_0450,True
PCR_001047,P_00463,223,Co-Accused,EVI_FIR_0223,True
PCR_001048,P_02418,516,Co-Accused,EVI_FIR_0516,True
PCR_001049,P_04720,836,Suspect,EVI_FIR_0836,True
PCR_001050,P_04899,592,Suspect,EVI_FIR_0592,True
PCR_001051,P_02021,243,Co-Accused,EVI_FIR_0243,True
PCR_001052,P_04367,677,Co-Accused,EVI_FIR_0677,True
PCR_001053,P_02010,424,Suspect,EVI_FIR_0424,True
PCR_001054,P_04561,63,Witness,EVI_FIR_0063,True
PCR_001055,P_01435,901,Accomplice,EVI_FIR_0901,True
PCR_001056,P_04157,570,Primary Accused,EVI_FIR_0570,True
PCR_001057,P_02822,996,Accomplice,EVI_FIR_0996,True
PCR_001058,P_04393,805,Suspect,EVI_FIR_0805,True
PCR_001059,P_03411,714,Accomplice,EVI_FIR_0714,True
PCR_001060,P_02005,153,Accomplice,EVI_FIR_0153,True
PCR_001061,P_04003,189,Accomplice,EVI_FIR_0189,True
PCR_001062,P_01847,247,Suspect,EVI_FIR_0247,True
PCR_001063,P_01183,879,Accomplice,EVI_FIR_0879,True
PCR_001064,P_00473,937,Witness,EVI_FIR_0937,True
PCR_001065,P_03413,423,Witness,EVI_FIR_0423,True
PCR_001066,P_01099,543,Accomplice,EVI_FIR_0543,True
PCR_001067,P_02137,249,Co-Accused,EVI_FIR_0249,True
PCR_001068,P_00648,339,Accomplice,EVI_FIR_0339,True
PCR_001069,P_03040,868,Primary Accused,EVI_FIR_0868,True
PCR_001070,P_01561,549,Primary Accused,EVI_FIR_0549,True
PCR_001071,P_03090,275,Witness,EVI_FIR_0275,True
PCR_001072,P_00324,618,Primary Accused,EVI_FIR_0618,True
PCR_001073,P_04814,193,Witness,EVI_FIR_0193,True
PCR_001074,P_03928,223,Co-Accused,EVI_FIR_0223,True
PCR_001075,P_02728,891,Suspect,EVI_FIR_0891,True
PCR_001076,P_00126,980,Co-Accused,EVI_FIR_0980,True
PCR_001077,P_01557,960,Primary Accused,EVI_FIR_0960,True
PCR_001078,P_03924,765,Co-Accused,EVI_FIR_0765,True
PCR_001079,P_04952,713,Co-Accused,EVI_FIR_0713,True
PCR_001080,P_01961,407,Witness,EVI_FIR_0407,True
PCR_001081,P_02367,330,Accomplice,EVI_FIR_0330,True
PCR_001082,P_04468,478,Suspect,EVI_FIR_0478,True
PCR_001083,P_02191,316,Suspect,EVI_FIR_0316,True
PCR_001084,P_04170,526,Accomplice,EVI_FIR_0526,True
PCR_001085,P_03847,101,Suspect,EVI_FIR_0101,True
PCR_001086,P_01665,937,Suspect,EVI_FIR_0937,True
PCR_001087,P_03391,321,Primary Accused,EVI_FIR_0321,True
PCR_001088,P_01813,577,Co-Accused,EVI_FIR_0577,True
PCR_001089,P_02185,17,Witness,EVI_FIR_0017,True
PCR_001090,P_04785,958,Witness,EVI_FIR_0958,True
PCR_001091,P_03421,738,Suspect,EVI_FIR_0738,True
PCR_001092,P_01608,157,Suspect,EVI_FIR_0157,True
PCR_001093,P_03112,236,Witness,EVI_FIR_0236,True
PCR_001094,P_02062,854,Accomplice,EVI_FIR_0854,True
PCR_001095,P_02766,564,Suspect,EVI_FIR_0564,True
PCR_001096,P_04099,782,Accomplice,EVI_FIR_0782,True
PCR_001097,P_01379,472,Suspect,EVI_FIR_0472,True
PCR_001098,P_01147,174,Witness,EVI_FIR_0174,True
PCR_001099,P_01508,501,Witness,EVI_FIR_0501,True
PCR_001100,P_00482,658,Witness,EVI_FIR_0658,True
PCR_001101,P_00609,35,Primary Accused,EVI_FIR_0035,True
PCR_001102,P_00053,783,Accomplice,EVI_FIR_0783,True
PCR_001103,P_01896,141,Primary Accused,EVI_FIR_0141,True
PCR_001104,P_01238,725,Primary Accused,EVI_FIR_0725,True
PCR_001105,P_04239,224,Accomplice,EVI_FIR_0224,True
PCR_001106,P_00496,383,Witness,EVI_FIR_0383,True
PCR_001107,P_03959,654,Accomplice,EVI_FIR_0654,True
PCR_001108,P_00055,17,Witness,EVI_FIR_0017,True
PCR_001109,P_03370,565,Primary Accused,EVI_FIR_0565,True
PCR_001110,P_04433,18,Suspect,EVI_FIR_0018,True
PCR_001111,P_02397,549,Primary Accused,EVI_FIR_0549,True
PCR_001112,P_03528,515,Co-Accused,EVI_FIR_0515,True
PCR_001113,P_00790,110,Witness,EVI_FIR_0110,True
PCR_001114,P_01975,153,Co-Accused,EVI_FIR_0153,True
PCR_001115,P_04409,635,Suspect,EVI_FIR_0635,True
PCR_001116,P_02904,835,Suspect,EVI_FIR_0835,True
PCR_001117,P_03252,815,Primary Accused,EVI_FIR_0815,True
PCR_001118,P_03327,383,Accomplice,EVI_FIR_0383,True
PCR_001119,P_01993,579,Co-Accused,EVI_FIR_0579,True
PCR_001120,P_00661,308,Primary Accused,EVI_FIR_0308,True
PCR_001121,P_03321,96,Accomplice,EVI_FIR_0096,True
PCR_001122,P_04528,387,Accomplice,EVI_FIR_0387,True
PCR_001123,P_00078,58,Co-Accused,EVI_FIR_0058,True
PCR_001124,P_04191,85,Accomplice,EVI_FIR_0085,True
PCR_001125,P_02714,661,Witness,EVI_FIR_0661,True
PCR_001126,P_00782,879,Witness,EVI_FIR_0879,True
PCR_001127,P_00349,942,Co-Accused,EVI_FIR_0942,True
PCR_001128,P_04644,217,Accomplice,EVI_FIR_0217,True
PCR_001129,P_00382,278,Primary Accused,EVI_FIR_0278,True
PCR_001130,P_02345,701,Witness,EVI_FIR_0701,True
PCR_001131,P_00270,578,Co-Accused,EVI_FIR_0578,True
PCR_001132,P_02577,952,Primary Accused,EVI_FIR_0952,True
PCR_001133,P_01698,985,Witness,EVI_FIR_0985,True
PCR_001134,P_03263,148,Primary Accused,EVI_FIR_0148,True
PCR_001135,P_01331,307,Witness,EVI_FIR_0307,True
PCR_001136,P_04643,247,Accomplice,EVI_FIR_0247,True
PCR_001137,P_04025,694,Suspect,EVI_FIR_0694,True
PCR_001138,P_01147,394,Primary Accused,EVI_FIR_0394,True
PCR_001139,P_02834,513,Primary Accused,EVI_FIR_0513,True
PCR_001140,P_03581,101,Co-Accused,EVI_FIR_0101,True
PCR_001141,P_00623,859,Suspect,EVI_FIR_0859,True
PCR_001142,P_04880,620,Accomplice,EVI_FIR_0620,True
PCR_001143,P_02674,993,Primary Accused,EVI_FIR_0993,True
PCR_001144,P_02288,650,Accomplice,EVI_FIR_0650,True
PCR_001145,P_01869,503,Suspect,EVI_FIR_0503,True
PCR_001146,P_03076,567,Accomplice,EVI_FIR_0567,True
PCR_001147,P_04800,191,Accomplice,EVI_FIR_0191,True
PCR_001148,P_02468,88,Co-Accused,EVI_FIR_0088,True
PCR_001149,P_00603,731,Primary Accused,EVI_FIR_0731,True
PCR_001150,P_01264,275,Accomplice,EVI_FIR_0275,True
PCR_001151,P_01264,729,Accomplice,EVI_FIR_0729,True
PCR_001152,P_02955,325,Primary Accused,EVI_FIR_0325,True
PCR_001153,P_00043,94,Suspect,EVI_FIR_0094,True
PCR_001154,P_02949,456,Suspect,EVI_FIR_0456,True
PCR_001155,P_01086,105,Primary Accused,EVI_FIR_0105,True
PCR_001156,P_03531,192,Accomplice,EVI_FIR_0192,True
PCR_001157,P_04545,571,Witness,EVI_FIR_0571,True
PCR_001158,P_00847,418,Primary Accused,EVI_FIR_0418,True
PCR_001159,P_02900,92,Witness,EVI_FIR_0092,True
PCR_001160,P_04891,96,Witness,EVI_FIR_0096,True
PCR_001161,P_02658,804,Accomplice,EVI_FIR_0804,True
PCR_001162,P_02439,13,Accomplice,EVI_FIR_0013,True
PCR_001163,P_00694,398,Witness,EVI_FIR_0398,True
PCR_001164,P_01989,927,Witness,EVI_FIR_0927,True
PCR_001165,P_01390,534,Accomplice,EVI_FIR_0534,True
PCR_001166,P_01138,174,Suspect,EVI_FIR_0174,True
PCR_001167,P_02247,309,Accomplice,EVI_FIR_0309,True
PCR_001168,P_00519,150,Co-Accused,EVI_FIR_0150,True
PCR_001169,P_02309,446,Accomplice,EVI_FIR_0446,True
PCR_001170,P_03967,307,Primary Accused,EVI_FIR_0307,True
PCR_001171,P_02110,370,Co-Accused,EVI_FIR_0370,True
PCR_001172,P_04158,739,Witness,EVI_FIR_0739,True
PCR_001173,P_01602,632,Accomplice,EVI_FIR_0632,True
PCR_001174,P_01110,110,Suspect,EVI_FIR_0110,True
PCR_001175,P_03242,7,Suspect,EVI_FIR_0007,True
PCR_001176,P_03113,862,Suspect,EVI_FIR_0862,True
PCR_001177,P_02743,451,Accomplice,EVI_FIR_0451,True
PCR_001178,P_04870,836,Co-Accused,EVI_FIR_0836,True
PCR_001179,P_02627,308,Witness,EVI_FIR_0308,True
PCR_001180,P_01646,971,Accomplice,EVI_FIR_0971,True
PCR_001181,P_01456,322,Accomplice,EVI_FIR_0322,True
PCR_001182,P_02615,992,Suspect,EVI_FIR_0992,True
PCR_001183,P_04119,753,Witness,EVI_FIR_0753,True
PCR_001184,P_01986,801,Suspect,EVI_FIR_0801,True
PCR_001185,P_02345,386,Accomplice,EVI_FIR_0386,True
PCR_001186,P_00933,374,Witness,EVI_FIR_0374,True
PCR_001187,P_04852,205,Witness,EVI_FIR_0205,True
PCR_001188,P_04507,185,Primary Accused,EVI_FIR_0185,True
PCR_001189,P_03782,976,Co-Accused,EVI_FIR_0976,True
PCR_001190,P_02435,449,Primary Accused,EVI_FIR_0449,True
PCR_001191,P_03352,839,Accomplice,EVI_FIR_0839,True
PCR_001192,P_02029,143,Co-Accused,EVI_FIR_0143,True
PCR_001193,P_01263,259,Accomplice,EVI_FIR_0259,True
PCR_001194,P_03089,809,Primary Accused,EVI_FIR_0809,True
PCR_001195,P_04899,460,Accomplice,EVI_FIR_0460,True
PCR_001196,P_03284,597,Witness,EVI_FIR_0597,True
PCR_001197,P_03427,519,Witness,EVI_FIR_0519,True
PCR_001198,P_02946,38,Witness,EVI_FIR_0038,True
PCR_001199,P_00697,609,Primary Accused,EVI_FIR_0609,True
PCR_001200,P_02082,788,Suspect,EVI_FIR_0788,True
