relationship_id,source_entity_id,source_entity_type,target_entity_id,target_entity_type,relationship_type,valid_from,valid_to,first_seen,last_seen,frequency,confidence,relationship_status,source_evidence_id,created_by,model_name,model_version,synthetic_demo_record
REL_001000,P_02298,Person,ORG_0095,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0095_P_02298,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001001,P_00067,Person,ORG_0095,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0095_P_00067,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001002,P_04535,Person,ORG_0096,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0096_P_04535,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001003,P_00042,Person,ORG_0096,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0096_P_00042,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001004,P_03594,Person,ORG_0097,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0097_P_03594,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001005,P_03270,Person,ORG_0098,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0098_P_03270,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001006,P_03279,Person,ORG_0098,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0098_P_03279,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001007,P_03982,Person,ORG_0098,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0098_P_03982,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001008,P_02281,Person,ORG_0099,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0099_P_02281,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001009,P_03415,Person,ORG_0099,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0099_P_03415,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001010,P_01264,Person,ORG_0100,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0100_P_01264,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001011,P_03220,Person,ORG_0100,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0100_P_03220,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001012,P_00336,Person,ORG_0100,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0100_P_00336,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001013,P_03301,Person,ORG_0101,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0101_P_03301,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001014,P_01129,Person,ORG_0101,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0101_P_01129,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001015,P_02726,Person,ORG_0102,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0102_P_02726,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001016,P_01690,Person,ORG_0102,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0102_P_01690,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001017,P_03237,Person,ORG_0102,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0102_P_03237,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001018,P_00878,Person,ORG_0103,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0103_P_00878,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001019,P_04444,Person,ORG_0104,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0104_P_04444,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001020,P_02860,Person,ORG_0104,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0104_P_02860,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001021,P_03349,Person,ORG_0104,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0104_P_03349,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001022,P_01258,Person,ORG_0105,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0105_P_01258,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001023,P_04203,Person,ORG_0105,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0105_P_04203,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001024,P_02986,Person,ORG_0105,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0105_P_02986,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001025,P_02630,Person,ORG_0106,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0106_P_02630,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001026,P_01782,Person,ORG_0106,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0106_P_01782,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001027,P_04169,Person,ORG_0107,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0107_P_04169,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001028,P_04094,Person,ORG_0108,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0108_P_04094,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001029,P_01137,Person,ORG_0108,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0108_P_01137,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001030,P_03415,Person,ORG_0109,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0109_P_03415,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001031,P_03038,Person,ORG_0110,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0110_P_03038,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001032,P_03258,Person,ORG_0110,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0110_P_03258,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001033,P_03914,Person,ORG_0110,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0110_P_03914,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001034,P_03240,Person,ORG_0111,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0111_P_03240,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001035,P_00021,Person,ORG_0111,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0111_P_00021,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001036,P_03653,Person,ORG_0111,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0111_P_03653,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001037,P_03937,Person,ORG_0112,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0112_P_03937,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001038,P_04666,Person,ORG_0113,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0113_P_04666,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001039,P_00820,Person,ORG_0113,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0113_P_00820,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001040,P_04974,Person,ORG_0113,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0113_P_04974,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001041,P_03070,Person,ORG_0114,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0114_P_03070,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001042,P_03034,Person,ORG_0114,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0114_P_03034,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001043,P_02320,Person,ORG_0115,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0115_P_02320,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001044,P_02497,Person,ORG_0115,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0115_P_02497,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001045,P_00787,Person,ORG_0115,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0115_P_00787,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001046,P_02778,Person,ORG_0116,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0116_P_02778,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001047,P_02306,Person,ORG_0117,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0117_P_02306,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001048,P_04032,Person,ORG_0117,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0117_P_04032,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001049,P_02052,Person,ORG_0118,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0118_P_02052,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001050,P_04335,Person,ORG_0118,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0118_P_04335,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001051,P_02756,Person,ORG_0118,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0118_P_02756,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001052,P_03645,Person,ORG_0119,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0119_P_03645,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001053,P_03559,Person,ORG_0119,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0119_P_03559,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001054,P_04771,Person,ORG_0120,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0120_P_04771,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001055,P_00301,Person,ORG_0120,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0120_P_00301,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001056,P_02031,Person,ORG_0121,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0121_P_02031,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001057,P_02206,Person,ORG_0121,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0121_P_02206,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001058,P_01824,Person,ORG_0122,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0122_P_01824,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001059,P_03539,Person,ORG_0122,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0122_P_03539,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001060,P_00835,Person,ORG_0123,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0123_P_00835,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001061,P_02755,Person,ORG_0123,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0123_P_02755,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001062,P_00022,Person,ORG_0124,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0124_P_00022,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001063,P_00441,Person,ORG_0125,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0125_P_00441,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001064,P_03989,Person,ORG_0125,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0125_P_03989,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001065,P_03318,Person,ORG_0125,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0125_P_03318,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001066,P_02833,Person,ORG_0126,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0126_P_02833,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001067,P_03823,Person,ORG_0127,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0127_P_03823,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001068,P_01024,Person,ORG_0127,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0127_P_01024,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001069,P_01009,Person,ORG_0128,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0128_P_01009,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001070,P_03727,Person,ORG_0129,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0129_P_03727,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001071,P_01874,Person,ORG_0129,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0129_P_01874,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001072,P_01970,Person,ORG_0130,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0130_P_01970,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001073,P_00588,Person,ORG_0130,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0130_P_00588,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001074,P_01094,Person,ORG_0131,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0131_P_01094,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001075,P_01417,Person,ORG_0131,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0131_P_01417,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001076,P_02759,Person,ORG_0132,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0132_P_02759,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001077,P_03288,Person,ORG_0132,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0132_P_03288,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001078,P_02134,Person,ORG_0132,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0132_P_02134,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001079,P_03997,Person,ORG_0133,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0133_P_03997,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001080,P_02532,Person,ORG_0133,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0133_P_02532,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001081,P_03065,Person,ORG_0134,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0134_P_03065,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001082,P_03831,Person,ORG_0134,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0134_P_03831,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001083,P_01243,Person,ORG_0135,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0135_P_01243,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001084,P_01948,Person,ORG_0135,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0135_P_01948,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001085,P_02864,Person,ORG_0136,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0136_P_02864,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001086,P_04528,Person,ORG_0136,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0136_P_04528,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001087,P_02819,Person,ORG_0137,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0137_P_02819,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001088,P_03982,Person,ORG_0137,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0137_P_03982,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001089,P_04898,Person,ORG_0137,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0137_P_04898,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001090,P_00801,Person,ORG_0138,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0138_P_00801,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001091,P_03349,Person,ORG_0138,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0138_P_03349,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001092,P_03297,Person,ORG_0138,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0138_P_03297,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001093,P_02199,Person,ORG_0139,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0139_P_02199,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001094,P_00964,Person,ORG_0139,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0139_P_00964,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001095,P_01585,Person,ORG_0139,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0139_P_01585,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001096,P_02022,Person,ORG_0140,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0140_P_02022,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001097,P_03810,Person,ORG_0141,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0141_P_03810,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001098,P_03643,Person,ORG_0142,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0142_P_03643,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001099,P_00787,Person,ORG_0142,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0142_P_00787,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001100,P_02133,Person,ORG_0142,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0142_P_02133,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001101,P_02060,Person,ORG_0143,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0143_P_02060,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001102,P_02431,Person,ORG_0143,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0143_P_02431,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001103,P_02617,Person,ORG_0144,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0144_P_02617,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001104,P_04686,Person,ORG_0144,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0144_P_04686,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_001105,P_02786,Person,ORG_0144,Organization,MEMBER_OF,2024-01-01,2026-12-31,2024-01-01,2026-12-31,1,0.99,observed,EVI_ORG_REG_ORG_0144_P_02786,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
